date	html	pdf	abstract	epdf
2012-01-01	38	8	5	0
2012-02-01	18	7	6	0
2012-03-01	23	17	3	0
2012-04-01	13	24	3	0
2012-05-01	26	26	4	0
2012-06-01	29	55	3	0
2012-07-01	24	52	8	0
2012-08-01	20	32	3	0
2012-09-01	39	55	5	0
2012-10-01	47	36	3	0
2012-11-01	24	29	7	0
2012-12-01	21	17	5	0
2013-01-01	24	22	4	0
2013-02-01	41	27	5	0
2013-03-01	37	25	9	0
2013-04-01	31	28	6	0
2013-05-01	57	48	4	0
2013-06-01	23	26	8	0
2013-07-01	18	23	5	0
2013-08-01	35	22	9	0
2013-09-01	31	24	2	0
2013-10-01	16	41	1	0
2013-11-01	27	52	2	0
2013-12-01	22	23	1	0
2014-01-01	22	25	2	0
2014-02-01	29	39	0	0
2014-03-01	39	56	3	0
2014-04-01	24	50	2	0
2014-05-01	28	44	2	0
2014-06-01	26	42	3	0
2014-07-01	46	28	12	0
2014-08-01	30	32	3	0
2014-09-01	45	51	2	0
2014-10-01	28	23	1	0
2014-11-01	20	36	0	0
2014-12-01	14	17	3	0
2015-01-01	45	26	2	0
2015-02-01	26	33	18	0
2015-03-01	43	31	46	0
2015-04-01	35	30	23	0
2015-05-01	30	42	36	3
2015-06-01	30	47	34	14
2015-07-01	25	35	32	0
2015-08-01	28	24	32	0
2015-09-01	27	28	21	1
2015-10-01	23	30	37	0
2015-11-01	48	55	47	0
2015-12-01	41	24	18	0
2016-01-01	48	45	20	0
2016-02-01	15	19	1	0
2016-03-01	27	8	0	0
2016-04-01	19	10	1	0
