date	html	pdf	abstract	epdf
2012-01-01	18	25	1	0
2012-02-01	20	13	3	0
2012-03-01	10	9	2	0
2012-04-01	20	8	2	0
2012-05-01	12	10	2	0
2012-06-01	19	15	1	0
2012-07-01	18	9	2	0
2012-08-01	26	8	1	0
2012-09-01	15	23	3	0
2012-10-01	30	9	0	0
2012-11-01	31	11	3	0
2012-12-01	9	4	3	0
2013-01-01	17	9	6	0
2013-02-01	34	22	3	0
2013-03-01	28	16	8	0
2013-04-01	38	8	7	0
2013-05-01	49	13	4	0
2013-06-01	22	11	3	0
2013-07-01	50	90	4	0
2013-08-01	24	47	6	0
2013-09-01	18	8	0	0
2013-10-01	35	15	0	0
2013-11-01	29	11	1	0
2013-12-01	22	15	1	0
2014-01-01	33	8	2	0
2014-02-01	31	10	0	0
2014-03-01	36	10	1	0
2014-04-01	24	12	1	0
2014-05-01	22	22	2	0
2014-06-01	25	14	1	0
2014-07-01	29	17	10	0
2014-08-01	33	25	2	0
2014-09-01	20	16	1	0
2014-10-01	29	25	1	0
2014-11-01	24	33	0	0
2014-12-01	19	32	8	0
2015-01-01	30	34	3	0
2015-02-01	34	46	2	0
2015-03-01	39	16	2	0
2015-04-01	39	9	3	0
2015-05-01	30	7	12	0
2015-06-01	29	9	2	1
2015-07-01	32	10	0	0
2015-08-01	37	14	1	0
2015-09-01	28	9	0	0
2015-10-01	34	6	1	0
2015-11-01	42	17	2	0
2015-12-01	26	12	0	0
2016-01-01	25	9	1	0
2016-02-01	22	6	0	0
2016-03-01	34	7	0	0
2016-04-01	40	13	0	0
