date	html	pdf	abstract	epdf
2012-01-01	46	13	0	0
2012-02-01	38	8	1	0
2012-03-01	71	23	0	0
2012-04-01	150	77	1	0
2012-05-01	92	49	2	0
2012-06-01	97	60	0	0
2012-07-01	45	21	2	0
2012-08-01	50	34	7	0
2012-09-01	93	32	10	0
2012-10-01	81	33	2	0
2012-11-01	60	39	7	0
2012-12-01	51	20	8	0
2013-01-01	59	29	7	0
2013-02-01	54	23	10	0
2013-03-01	89	31	6	0
2013-04-01	150	45	12	0
2013-05-01	120	78	11	0
2013-06-01	82	68	6	0
2013-07-01	27	20	7	0
2013-08-01	54	25	6	0
2013-09-01	73	41	6	0
2013-10-01	86	38	3	0
2013-11-01	80	57	4	0
2013-12-01	61	30	0	0
2014-01-01	38	20	4	0
2014-02-01	50	14	1	0
2014-03-01	72	40	3	0
2014-04-01	87	60	3	0
2014-05-01	106	51	2	0
2014-06-01	119	48	2	0
2014-07-01	80	40	10	0
2014-08-01	64	39	10	0
2014-09-01	111	51	2	0
2014-10-01	88	33	3	0
2014-11-01	103	46	0	0
2014-12-01	54	36	2	0
2015-01-01	46	17	2	0
2015-02-01	23	22	2	0
2015-03-01	31	37	2	0
2015-04-01	152	119	6	0
2015-05-01	121	45	8	0
2015-06-01	103	48	6	2
2015-07-01	70	29	0	0
2015-08-01	67	30	0	0
2015-09-01	44	47	0	0
2015-10-01	66	37	2	0
2015-11-01	75	34	1	0
2015-12-01	56	39	0	0
2016-01-01	52	39	1	0
2016-02-01	55	25	0	0
2016-03-01	54	22	0	0
2016-04-01	72	29	0	1
