date	html	pdf	abstract	epdf
2012-04-01	34	9	9	0
2012-05-01	48	3	2	0
2012-06-01	23	10	0	0
2012-07-01	22	0	1	0
2012-08-01	17	6	0	0
2012-09-01	25	2	1	0
2012-10-01	42	10	0	0
2012-11-01	39	2	0	0
2012-12-01	27	0	2	0
2013-01-01	34	2	2	0
2013-02-01	22	3	5	0
2013-03-01	29	4	2	0
2013-04-01	29	0	0	0
2013-05-01	43	2	2	0
2013-06-01	24	3	1	0
2013-07-01	18	9	1	0
2013-08-01	30	5	1	0
2013-09-01	26	4	0	0
2013-10-01	34	1	0	0
2013-11-01	45	7	1	0
2013-12-01	33	10	0	0
2014-01-01	34	9	3	0
2014-02-01	50	5	0	0
2014-03-01	46	7	1	0
2014-04-01	39	2	2	0
2014-05-01	33	2	1	0
2014-06-01	26	6	3	0
2014-07-01	61	6	10	0
2014-08-01	35	2	3	0
2014-09-01	27	5	1	0
2014-10-01	30	8	1	0
2014-11-01	39	27	1	0
2014-12-01	33	10	2	0
2015-01-01	47	11	3	0
2015-02-01	35	9	2	0
2015-03-01	30	1	2	0
2015-04-01	57	3	2	0
2015-05-01	51	4	8	1
2015-06-01	33	7	2	0
2015-07-01	27	4	1	0
2015-08-01	26	8	0	0
2015-09-01	32	9	1	0
2015-10-01	36	4	2	0
2015-11-01	42	9	2	0
2015-12-01	39	8	1	0
2016-01-01	37	7	1	0
2016-02-01	50	3	2	0
2016-03-01	51	10	0	0
2016-04-01	56	17	1	0
