date	html	pdf	abstract	epdf
2012-01-01	27	24	2	0
2012-02-01	17	5	3	0
2012-03-01	29	13	2	0
2012-04-01	43	9	2	0
2012-05-01	47	5	3	0
2012-06-01	44	13	1	0
2012-07-01	12	10	1	0
2012-08-01	16	0	1	0
2012-09-01	24	2	2	0
2012-10-01	49	12	1	0
2012-11-01	33	6	3	0
2012-12-01	22	3	4	0
2013-01-01	7	2	1	0
2013-02-01	18	1	1	0
2013-03-01	70	22	3	0
2013-04-01	49	10	2	0
2013-05-01	46	9	3	0
2013-06-01	36	2	3	0
2013-07-01	17	4	2	0
2013-08-01	16	5	4	0
2013-09-01	17	4	1	0
2013-10-01	36	5	0	0
2013-11-01	47	17	1	0
2013-12-01	20	13	2	0
2014-01-01	17	6	4	0
2014-02-01	18	7	1	0
2014-03-01	20	10	1	0
2014-04-01	21	7	1	0
2014-05-01	30	13	1	0
2014-06-01	25	8	1	0
2014-07-01	44	15	22	0
2014-08-01	18	12	2	0
2014-09-01	14	28	1	0
2014-10-01	21	20	1	0
2014-11-01	28	28	1	0
2014-12-01	17	7	4	0
2015-01-01	30	18	1	0
2015-02-01	10	8	2	0
2015-03-01	24	8	3	0
2015-04-01	16	9	1	0
2015-05-01	27	15	9	0
2015-06-01	17	11	1	1
2015-07-01	13	6	0	0
2015-08-01	11	8	0	0
2015-09-01	7	7	0	0
2015-10-01	16	8	1	0
2015-11-01	22	5	1	0
2015-12-01	21	6	0	0
2016-01-01	14	5	3	0
2016-02-01	14	3	0	0
2016-03-01	14	8	0	0
2016-04-01	21	14	0	0
