date	html	pdf	abstract	epdf
2012-01-01	24	16	4	0
2012-02-01	23	16	3	0
2012-03-01	32	9	2	0
2012-04-01	32	7	0	0
2012-05-01	56	34	3	0
2012-06-01	38	12	1	0
2012-07-01	21	11	5	0
2012-08-01	24	3	3	0
2012-09-01	41	9	1	0
2012-10-01	22	13	3	0
2012-11-01	27	6	4	0
2012-12-01	9	6	3	0
2013-01-01	7	7	4	0
2013-02-01	8	21	2	0
2013-03-01	23	22	5	0
2013-04-01	38	20	4	0
2013-05-01	43	15	1	0
2013-06-01	19	22	3	0
2013-07-01	18	12	2	0
2013-08-01	20	11	2	0
2013-09-01	33	7	0	0
2013-10-01	36	9	1	0
2013-11-01	32	41	2	0
2013-12-01	16	14	1	0
2014-01-01	16	16	3	0
2014-02-01	26	12	1	0
2014-03-01	30	8	3	0
2014-04-01	31	20	2	0
2014-05-01	29	13	3	0
2014-06-01	46	12	1	0
2014-07-01	24	8	10	0
2014-08-01	39	16	1	0
2014-09-01	38	9	1	0
2014-10-01	36	8	1	0
2014-11-01	64	18	0	0
2014-12-01	16	4	2	0
2015-01-01	34	2	5	0
2015-02-01	23	3	0	0
2015-03-01	17	6	0	0
2015-04-01	33	3	0	0
2015-05-01	41	11	3	0
2015-06-01	77	8	1	3
2015-07-01	36	2	1	0
2015-08-01	37	9	0	0
2015-09-01	48	13	0	0
2015-10-01	42	8	1	0
2015-11-01	61	9	2	0
2015-12-01	26	6	0	0
2016-01-01	25	8	2	0
2016-02-01	111	12	0	0
2016-03-01	30	12	0	0
2016-04-01	25	12	0	0
