date	html	pdf	abstract	epdf
2012-01-01	12	7	4	0
2012-02-01	7	10	1	0
2012-03-01	19	10	1	0
2012-04-01	24	6	1	0
2012-05-01	34	8	1	0
2012-06-01	36	7	1	0
2012-07-01	20	4	3	0
2012-08-01	20	6	0	0
2012-09-01	23	2	2	0
2012-10-01	39	0	2	0
2012-11-01	25	11	0	0
2012-12-01	27	6	4	0
2013-01-01	25	3	4	0
2013-02-01	33	3	5	0
2013-03-01	31	6	4	0
2013-04-01	49	5	4	0
2013-05-01	51	8	0	0
2013-06-01	13	6	2	0
2013-07-01	18	1	2	0
2013-08-01	17	3	1	0
2013-09-01	17	0	1	0
2013-10-01	20	16	1	0
2013-11-01	31	14	1	0
2013-12-01	12	6	0	0
2014-01-01	18	6	4	0
2014-02-01	11	11	1	0
2014-03-01	26	10	2	0
2014-04-01	31	10	1	0
2014-05-01	21	14	1	0
2014-06-01	17	7	4	0
2014-07-01	44	15	16	0
2014-08-01	19	12	4	0
2014-09-01	30	12	1	0
2014-10-01	15	8	1	0
2014-11-01	20	17	0	0
2014-12-01	17	7	1	0
2015-01-01	28	7	2	0
2015-02-01	16	4	0	0
2015-03-01	19	10	0	0
2015-04-01	23	10	0	0
2015-05-01	17	19	6	0
2015-06-01	24	10	1	2
2015-07-01	24	6	0	0
2015-08-01	6	3	0	0
2015-09-01	15	6	0	0
2015-10-01	28	2	2	0
2015-11-01	24	11	1	0
2015-12-01	16	2	0	0
2016-01-01	16	6	1	0
2016-02-01	21	8	2	0
2016-03-01	12	3	1	0
2016-04-01	20	8	1	0
