date	html	pdf	abstract	epdf
2012-01-01	20	7	2	0
2012-02-01	20	3	3	0
2012-03-01	16	1	3	0
2012-04-01	24	3	0	0
2012-05-01	37	7	5	0
2012-06-01	20	1	2	0
2012-07-01	38	4	3	0
2012-08-01	24	2	1	0
2012-09-01	15	1	2	0
2012-10-01	28	3	1	0
2012-11-01	18	2	3	0
2012-12-01	22	4	2	0
2013-01-01	22	5	2	0
2013-02-01	16	2	1	0
2013-03-01	20	0	3	0
2013-04-01	9	1	3	0
2013-05-01	34	3	1	0
2013-06-01	5	0	2	0
2013-07-01	9	2	1	0
2013-08-01	14	5	3	0
2013-09-01	20	1	1	0
2013-10-01	6	2	0	0
2013-11-01	6	1	3	0
2013-12-01	9	12	1	0
2014-01-01	10	6	3	0
2014-02-01	18	11	2	0
2014-03-01	13	8	2	0
2014-04-01	13	4	1	0
2014-05-01	18	8	1	0
2014-06-01	4	1	2	0
2014-07-01	38	3	13	0
2014-08-01	27	2	2	0
2014-09-01	17	0	1	0
2014-10-01	20	4	1	0
2014-11-01	20	5	0	0
2014-12-01	17	2	2	0
2015-01-01	30	3	0	0
2015-02-01	10	0	0	0
2015-03-01	29	3	1	0
2015-04-01	11	1	0	0
2015-05-01	17	7	8	0
2015-06-01	10	6	1	0
2015-07-01	4	3	0	0
2015-08-01	12	11	0	0
2015-09-01	9	2	0	0
2015-10-01	21	9	1	0
2015-11-01	15	10	1	0
2015-12-01	19	4	0	0
2016-01-01	14	4	1	0
2016-02-01	13	4	1	0
2016-03-01	10	3	0	0
2016-04-01	23	4	0	0
