date	html	pdf	abstract	epdf
2012-01-01	30	37	1	0
2012-02-01	33	30	2	0
2012-03-01	49	29	5	0
2012-04-01	24	39	2	0
2012-05-01	46	45	7	0
2012-06-01	33	11	3	0
2012-07-01	24	9	7	0
2012-08-01	31	8	5	0
2012-09-01	53	16	8	0
2012-10-01	61	7	7	0
2012-11-01	49	10	8	0
2012-12-01	13	12	10	0
2013-01-01	35	28	7	0
2013-02-01	22	15	8	0
2013-03-01	25	15	10	0
2013-04-01	33	20	15	0
2013-05-01	50	26	5	0
2013-06-01	27	9	10	0
2013-07-01	19	8	8	0
2013-08-01	33	8	8	0
2013-09-01	35	14	4	0
2013-10-01	50	7	5	0
2013-11-01	40	14	8	0
2013-12-01	35	12	16	0
2014-01-01	8	11	9	0
2014-02-01	23	23	5	0
2014-03-01	47	30	20	0
2014-04-01	32	25	10	0
2014-05-01	43	34	13	0
2014-06-01	36	27	1	0
2014-07-01	30	16	10	0
2014-08-01	28	22	8	0
2014-09-01	34	24	2	0
2014-10-01	32	52	2	0
2014-11-01	47	61	5	0
2014-12-01	29	21	14	0
2015-01-01	39	46	7	0
2015-02-01	25	36	8	0
2015-03-01	58	1	6	0
2015-04-01	54	4	4	0
2015-05-01	74	17	12	0
2015-06-01	42	73	12	4
2015-07-01	30	53	6	1
2015-08-01	24	20	3	0
2015-09-01	30	22	4	0
2015-10-01	34	29	6	0
2015-11-01	81	59	6	0
2015-12-01	53	26	3	0
2016-01-01	55	38	4	1
2016-02-01	38	23	2	0
2016-03-01	52	15	2	0
2016-04-01	82	25	1	0
