date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	80	41	7	0
2012-02-01	67	47	0	0
2012-03-01	158	89	3	0
2012-04-01	112	77	2	0
2012-05-01	139	106	3	0
2012-06-01	138	76	0	0
2012-07-01	51	25	1	0
2012-08-01	103	58	0	0
2012-09-01	106	78	2	0
2012-10-01	146	96	3	0
2012-11-01	123	123	1	0
2012-12-01	54	44	6	0
2013-01-01	65	30	0	0
2013-02-01	88	42	4	0
2013-03-01	171	113	5	0
2013-04-01	221	108	5	0
2013-05-01	277	99	2	0
2013-06-01	110	80	4	0
2013-07-01	82	54	4	0
2013-08-01	108	80	3	0
2013-09-01	129	93	0	0
2013-10-01	161	104	1	0
2013-11-01	185	151	3	0
2013-12-01	58	48	5	0
2014-01-01	32	56	3	0
2014-02-01	84	90	0	0
2014-03-01	151	118	3	0
2014-04-01	118	85	3	0
2014-05-01	158	160	1	0
2014-06-01	124	91	8	0
2014-07-01	112	86	11	0
2014-08-01	120	76	4	0
2014-09-01	120	66	2	0
2014-10-01	174	107	2	0
2014-11-01	226	124	6	0
2014-12-01	125	47	6	0
2015-01-01	69	28	0	0
2015-02-01	73	53	1	0
2015-03-01	179	126	3	0
2015-04-01	139	124	2	0
2015-05-01	167	101	10	1
2015-06-01	189	117	2	17
2015-07-01	88	59	4	0
2015-08-01	143	98	1	0
2015-09-01	93	77	0	0
2015-10-01	138	112	2	0
2015-11-01	122	122	3	0
2015-12-01	65	56	1	0
2016-01-01	42	28	1	0
2016-02-01	61	15	1	0
2016-03-01	98	21	1	0
2016-04-01	106	20	2	0
