date	html	pdf	abstract	epdf
2012-01-01	53	18	2	0
2012-02-01	53	22	2	0
2012-03-01	103	44	1	0
2012-04-01	89	29	1	0
2012-05-01	96	56	1	0
2012-06-01	61	69	4	0
2012-07-01	34	43	3	0
2012-08-01	53	68	1	0
2012-09-01	34	56	5	0
2012-10-01	78	50	0	0
2012-11-01	85	57	4	0
2012-12-01	24	27	6	0
2013-01-01	52	28	5	0
2013-02-01	46	38	1	0
2013-03-01	75	74	6	0
2013-04-01	137	57	2	0
2013-05-01	98	35	2	0
2013-06-01	51	29	5	0
2013-07-01	43	31	0	0
2013-08-01	49	16	3	0
2013-09-01	69	10	0	0
2013-10-01	82	14	0	0
2013-11-01	71	53	1	0
2013-12-01	35	17	3	0
2014-01-01	43	24	2	0
2014-02-01	49	36	1	0
2014-03-01	70	52	4	0
2014-04-01	50	23	3	0
2014-05-01	93	52	1	0
2014-06-01	58	47	4	0
2014-07-01	71	43	20	0
2014-08-01	59	50	3	0
2014-09-01	92	48	2	0
2014-10-01	79	41	1	0
2014-11-01	103	69	0	0
2014-12-01	62	29	1	0
2015-01-01	43	7	0	0
2015-02-01	30	13	2	0
2015-03-01	48	52	5	0
2015-04-01	54	42	2	0
2015-05-01	84	79	6	1
2015-06-01	111	94	2	8
2015-07-01	55	59	1	0
2015-08-01	66	73	0	0
2015-09-01	69	67	0	0
2015-10-01	80	44	1	0
2015-11-01	124	75	1	0
2015-12-01	62	15	1	0
2016-01-01	35	23	1	0
2016-02-01	70	17	2	0
2016-03-01	51	16	0	0
2016-04-01	82	16	0	0
