date	html	pdf	abstract	epdf
2012-01-01	27	16	5	0
2012-02-01	36	49	5	0
2012-03-01	58	33	5	0
2012-04-01	54	20	1	0
2012-05-01	68	12	4	0
2012-06-01	49	20	2	0
2012-07-01	48	16	3	0
2012-08-01	49	17	0	0
2012-09-01	61	12	4	0
2012-10-01	45	13	3	0
2012-11-01	69	30	4	0
2012-12-01	40	13	1	0
2013-01-01	37	12	6	0
2013-02-01	49	10	4	0
2013-03-01	78	13	9	0
2013-04-01	68	20	3	0
2013-05-01	83	23	2	0
2013-06-01	69	13	5	0
2013-07-01	49	12	6	0
2013-08-01	50	10	5	0
2013-09-01	85	20	2	0
2013-10-01	117	26	1	0
2013-11-01	106	34	3	0
2013-12-01	66	15	0	0
2014-01-01	61	21	2	0
2014-02-01	69	26	1	0
2014-03-01	143	36	1	0
2014-04-01	106	17	2	0
2014-05-01	150	29	2	0
2014-06-01	131	17	0	0
2014-07-01	103	8	13	0
2014-08-01	126	15	1	0
2014-09-01	145	18	1	0
2014-10-01	205	14	2	0
2014-11-01	215	22	0	0
2014-12-01	130	12	2	0
2015-01-01	91	13	5	0
2015-02-01	108	39	2	0
2015-03-01	131	37	2	0
2015-04-01	146	29	1	0
2015-05-01	182	44	6	1
2015-06-01	136	48	4	4
2015-07-01	98	27	0	0
2015-08-01	116	22	0	0
2015-09-01	104	33	1	0
2015-10-01	151	62	1	0
2015-11-01	155	53	2	0
2015-12-01	81	26	1	0
2016-01-01	59	38	1	0
2016-02-01	126	18	0	0
2016-03-01	135	14	0	0
2016-04-01	138	18	1	0
