date	html	pdf	abstract	epdf
2011-12-01	2	0	0	0
2012-01-01	34	18	5	0
2012-02-01	33	17	3	0
2012-03-01	27	12	3	0
2012-04-01	50	25	1	0
2012-05-01	25	23	2	0
2012-06-01	36	14	1	0
2012-07-01	19	6	2	0
2012-08-01	13	11	1	0
2012-09-01	29	21	3	0
2012-10-01	54	11	2	0
2012-11-01	49	12	2	0
2012-12-01	9	5	5	0
2013-01-01	34	16	5	0
2013-02-01	23	3	4	0
2013-03-01	42	17	5	0
2013-04-01	92	31	2	0
2013-05-01	80	56	6	0
2013-06-01	30	25	5	0
2013-07-01	7	12	1	0
2013-08-01	11	9	4	0
2013-09-01	30	12	0	0
2013-10-01	67	28	0	0
2013-11-01	44	17	1	0
2013-12-01	15	7	0	0
2014-01-01	21	9	2	0
2014-02-01	23	6	1	0
2014-03-01	38	18	3	0
2014-04-01	16	5	3	0
2014-05-01	48	9	2	0
2014-06-01	28	17	1	0
2014-07-01	21	34	11	0
2014-08-01	19	22	2	0
2014-09-01	18	18	1	0
2014-10-01	44	26	2	0
2014-11-01	87	23	1	0
2014-12-01	19	7	5	0
2015-01-01	34	12	3	0
2015-02-01	21	5	2	0
2015-03-01	37	19	5	0
2015-04-01	29	20	5	0
2015-05-01	45	15	7	0
2015-06-01	50	20	2	0
2015-07-01	45	7	1	0
2015-08-01	30	6	1	0
2015-09-01	37	8	0	0
2015-10-01	53	8	2	0
2015-11-01	58	18	2	0
2015-12-01	27	5	1	0
2016-01-01	29	11	2	0
2016-02-01	33	11	2	0
2016-03-01	40	6	1	0
2016-04-01	49	18	0	0
