date	html	pdf	abstract	epdf
2012-04-01	48	14	13	0
2012-05-01	41	10	4	0
2012-06-01	40	4	0	0
2012-07-01	22	4	1	0
2012-08-01	43	6	0	0
2012-09-01	54	8	0	0
2012-10-01	66	12	0	0
2012-11-01	58	5	1	0
2012-12-01	54	13	2	0
2013-01-01	46	9	1	0
2013-02-01	43	18	2	0
2013-03-01	62	15	5	0
2013-04-01	90	16	2	0
2013-05-01	98	9	4	0
2013-06-01	60	9	3	0
2013-07-01	54	8	3	0
2013-08-01	78	16	1	0
2013-09-01	38	7	1	0
2013-10-01	45	5	1	0
2013-11-01	72	13	1	0
2013-12-01	31	4	0	0
2014-01-01	55	2	2	0
2014-02-01	70	8	0	0
2014-03-01	65	15	1	0
2014-04-01	58	8	2	0
2014-05-01	83	8	1	0
2014-06-01	57	8	2	0
2014-07-01	63	7	7	0
2014-08-01	54	17	3	0
2014-09-01	89	9	2	0
2014-10-01	99	13	1	0
2014-11-01	72	11	1	0
2014-12-01	53	4	2	0
2015-01-01	45	6	2	0
2015-02-01	52	7	2	0
2015-03-01	86	15	2	0
2015-04-01	67	9	2	0
2015-05-01	110	18	6	1
2015-06-01	100	9	1	3
2015-07-01	58	5	0	0
2015-08-01	29	8	0	0
2015-09-01	49	9	3	0
2015-10-01	71	16	2	0
2015-11-01	52	6	1	0
2015-12-01	43	3	0	0
2016-01-01	28	9	1	0
2016-02-01	39	4	3	1
2016-03-01	78	8	0	0
2016-04-01	68	11	0	1
