date	html	pdf	abstract	epdf
2012-01-01	54	85	0	0
2012-02-01	63	64	1	0
2012-03-01	96	115	0	0
2012-04-01	78	121	1	0
2012-05-01	100	169	2	0
2012-06-01	73	48	2	0
2012-07-01	40	27	1	0
2012-08-01	72	55	0	0
2012-09-01	92	72	2	0
2012-10-01	126	53	4	0
2012-11-01	127	84	1	0
2012-12-01	54	38	2	0
2013-01-01	79	40	2	0
2013-02-01	57	51	1	0
2013-03-01	126	106	3	0
2013-04-01	142	63	1	0
2013-05-01	209	103	5	0
2013-06-01	91	69	9	0
2013-07-01	134	58	2	0
2013-08-01	127	70	4	0
2013-09-01	123	60	0	0
2013-10-01	197	58	2	0
2013-11-01	289	180	1	0
2013-12-01	107	81	0	0
2014-01-01	70	90	4	0
2014-02-01	111	43	0	0
2014-03-01	183	127	2	0
2014-04-01	118	129	3	0
2014-05-01	169	176	3	0
2014-06-01	134	103	0	0
2014-07-01	132	123	11	0
2014-08-01	145	101	3	0
2014-09-01	173	120	1	0
2014-10-01	229	99	1	0
2014-11-01	235	116	2	0
2014-12-01	217	67	0	0
2015-01-01	142	42	1	0
2015-02-01	156	38	2	0
2015-03-01	214	73	5	0
2015-04-01	248	83	3	0
2015-05-01	267	97	7	2
2015-06-01	267	209	5	9
2015-07-01	176	116	1	0
2015-08-01	173	92	0	0
2015-09-01	158	91	4	0
2015-10-01	210	127	3	0
2015-11-01	203	133	1	0
2015-12-01	146	69	0	0
2016-01-01	115	62	3	0
2016-02-01	116	47	1	0
2016-03-01	163	37	0	0
2016-04-01	169	56	2	0
