date	html	pdf	abstract	epdf
2012-01-01	140	65	4	0
2012-02-01	134	75	1	0
2012-03-01	250	155	1	0
2012-04-01	260	181	4	0
2012-05-01	409	179	0	0
2012-06-01	246	159	5	0
2012-07-01	128	114	3	0
2012-08-01	144	125	5	0
2012-09-01	153	110	1	0
2012-10-01	211	154	1	0
2012-11-01	191	164	1	0
2012-12-01	128	60	3	0
2013-01-01	94	91	6	0
2013-02-01	121	106	0	0
2013-03-01	149	138	3	0
2013-04-01	197	157	8	0
2013-05-01	137	131	2	0
2013-06-01	78	96	0	0
2013-07-01	52	48	3	0
2013-08-01	79	111	4	0
2013-09-01	54	84	4	0
2013-10-01	65	118	3	0
2013-11-01	84	170	3	0
2013-12-01	51	74	2	0
2014-01-01	29	74	2	0
2014-02-01	38	93	0	0
2014-03-01	65	129	3	0
2014-04-01	65	89	1	0
2014-05-01	85	127	1	0
2014-06-01	50	70	3	0
2014-07-01	70	73	10	0
2014-08-01	53	76	4	0
2014-09-01	62	61	1	0
2014-10-01	95	113	2	0
2014-11-01	84	113	1	0
2014-12-01	45	61	6	0
2015-01-01	53	50	4	0
2015-02-01	47	34	5	0
2015-03-01	73	88	3	0
2015-04-01	79	99	4	0
2015-05-01	90	146	8	1
2015-06-01	68	75	1	6
2015-07-01	56	53	1	0
2015-08-01	51	73	2	0
2015-09-01	64	74	0	0
2015-10-01	59	120	3	0
2015-11-01	115	120	9	0
2015-12-01	52	46	4	0
2016-01-01	40	34	6	0
2016-02-01	111	28	3	0
2016-03-01	63	19	3	2
2016-04-01	70	21	2	0
