date	html	pdf	abstract	epdf
2012-03-01	30	10	9	0
2012-04-01	13	9	3	0
2012-05-01	11	14	6	0
2012-06-01	18	5	2	0
2012-07-01	17	11	0	0
2012-08-01	16	11	5	0
2012-09-01	16	12	3	0
2012-10-01	44	13	3	0
2012-11-01	58	13	1	0
2012-12-01	11	8	5	0
2013-01-01	18	9	2	0
2013-02-01	22	9	4	0
2013-03-01	40	10	3	0
2013-04-01	43	5	5	0
2013-05-01	42	8	0	0
2013-06-01	18	10	5	0
2013-07-01	21	6	2	0
2013-08-01	18	5	2	0
2013-09-01	31	7	1	0
2013-10-01	23	7	0	0
2013-11-01	25	12	1	0
2013-12-01	20	9	1	0
2014-01-01	10	3	2	0
2014-02-01	18	6	0	0
2014-03-01	22	6	2	0
2014-04-01	16	4	2	0
2014-05-01	13	4	3	0
2014-06-01	7	8	3	0
2014-07-01	27	12	7	0
2014-08-01	17	2	3	0
2014-09-01	47	20	3	0
2014-10-01	17	9	3	0
2014-11-01	27	12	1	0
2014-12-01	26	7	7	0
2015-01-01	30	6	3	0
2015-02-01	9	1	3	0
2015-03-01	23	6	3	0
2015-04-01	23	3	3	0
2015-05-01	0	8	0	0
2015-06-01	17	9	1	4
2015-07-01	20	4	1	0
2015-08-01	32	10	1	0
2015-09-01	31	9	1	0
2015-10-01	36	3	2	0
2015-11-01	28	10	2	0
2015-12-01	30	7	0	0
2016-01-01	19	7	2	0
2016-02-01	16	9	1	0
2016-03-01	13	1	0	0
2016-04-01	30	10	1	0
