date	html	pdf	abstract	epdf
2012-01-01	29	7	1	0
2012-02-01	23	6	0	0
2012-03-01	38	13	2	0
2012-04-01	31	5	1	0
2012-05-01	38	10	3	0
2012-06-01	18	16	1	0
2012-07-01	17	3	1	0
2012-08-01	27	7	1	0
2012-09-01	29	6	2	0
2012-10-01	29	9	2	0
2012-11-01	24	7	2	0
2012-12-01	20	11	4	0
2013-01-01	18	8	3	0
2013-02-01	38	7	3	0
2013-03-01	32	7	5	0
2013-04-01	45	10	3	0
2013-05-01	27	2	2	0
2013-06-01	21	10	2	0
2013-07-01	19	9	4	0
2013-08-01	25	6	2	0
2013-09-01	13	6	1	0
2013-10-01	21	6	1	0
2013-11-01	30	11	3	0
2013-12-01	10	8	2	0
2014-01-01	16	6	2	0
2014-02-01	21	10	1	0
2014-03-01	16	12	2	0
2014-04-01	21	12	3	0
2014-05-01	22	9	0	0
2014-06-01	30	12	4	0
2014-07-01	25	6	8	0
2014-08-01	19	6	3	0
2014-09-01	20	10	2	0
2014-10-01	23	9	2	0
2014-11-01	14	8	0	0
2014-12-01	16	5	0	0
2015-01-01	36	9	4	0
2015-02-01	16	0	3	0
2015-03-01	35	10	3	0
2015-04-01	14	10	1	0
2015-05-01	20	167	10	1
2015-06-01	15	7	1	1
2015-07-01	23	6	1	0
2015-08-01	17	14	0	0
2015-09-01	14	9	0	0
2015-10-01	21	7	1	0
2015-11-01	32	12	1	0
2015-12-01	23	5	0	0
2016-01-01	19	10	1	0
2016-02-01	15	3	2	0
2016-03-01	27	12	1	0
2016-04-01	16	10	0	1
