date	html	pdf	abstract	epdf
2012-03-01	27	14	9	0
2012-04-01	24	10	1	0
2012-05-01	20	14	3	0
2012-06-01	19	7	3	0
2012-07-01	31	7	4	0
2012-08-01	26	6	1	0
2012-09-01	15	7	0	0
2012-10-01	7	0	0	0
2012-11-01	15	3	2	0
2012-12-01	13	4	3	0
2013-01-01	23	9	1	0
2013-02-01	16	4	3	0
2013-03-01	19	5	1	0
2013-04-01	33	5	2	0
2013-05-01	30	5	2	0
2013-06-01	17	5	2	0
2013-07-01	13	8	2	0
2013-08-01	6	2	2	0
2013-09-01	13	3	1	0
2013-10-01	31	3	0	0
2013-11-01	9	5	1	0
2013-12-01	14	2	1	0
2014-01-01	11	2	2	0
2014-02-01	17	7	2	0
2014-03-01	14	3	1	0
2014-04-01	29	8	2	0
2014-05-01	17	5	4	0
2014-06-01	13	6	2	0
2014-07-01	34	5	18	0
2014-08-01	21	10	3	0
2014-09-01	8	3	1	0
2014-10-01	17	17	2	0
2014-11-01	11	23	0	0
2014-12-01	10	26	1	0
2015-01-01	22	15	2	0
2015-02-01	10	22	3	0
2015-03-01	14	8	2	0
2015-04-01	6	4	1	0
2015-05-01	19	4	6	0
2015-06-01	10	7	1	1
2015-07-01	11	2	0	0
2015-08-01	12	2	1	0
2015-09-01	14	13	1	0
2015-10-01	11	4	1	0
2015-11-01	15	5	4	0
2015-12-01	21	3	0	0
2016-01-01	74	5	1	0
2016-02-01	27	6	2	0
2016-03-01	20	5	2	0
2016-04-01	11	4	0	0
