date	html	pdf	abstract	epdf
2012-01-01	39	6	4	0
2012-02-01	41	4	1	0
2012-03-01	51	19	2	0
2012-04-01	45	9	5	0
2012-05-01	46	12	4	0
2012-06-01	41	8	1	0
2012-07-01	23	8	2	0
2012-08-01	37	14	1	0
2012-09-01	26	10	2	0
2012-10-01	37	16	1	0
2012-11-01	32	1	3	0
2012-12-01	20	10	3	0
2013-01-01	16	1	3	0
2013-02-01	21	2	1	0
2013-03-01	29	3	2	0
2013-04-01	26	12	3	0
2013-05-01	32	5	2	0
2013-06-01	11	1	4	0
2013-07-01	13	5	3	0
2013-08-01	14	3	3	0
2013-09-01	17	4	0	0
2013-10-01	32	13	0	0
2013-11-01	25	6	2	0
2013-12-01	25	3	1	0
2014-01-01	26	3	4	0
2014-02-01	31	9	12	0
2014-03-01	39	5	5	0
2014-04-01	28	5	2	0
2014-05-01	27	12	11	0
2014-06-01	21	3	4	0
2014-07-01	35	5	12	0
2014-08-01	25	7	3	0
2014-09-01	25	3	4	0
2014-10-01	30	5	4	0
2014-11-01	20	2	3	0
2014-12-01	21	7	9	0
2015-01-01	37	8	4	0
2015-02-01	25	1	8	0
2015-03-01	12	9	2	0
2015-04-01	31	0	2	0
2015-05-01	33	7	12	0
2015-06-01	19	6	1	0
2015-07-01	27	4	4	0
2015-08-01	33	3	1	0
2015-09-01	13	5	1	0
2015-10-01	30	7	3	0
2015-11-01	23	9	2	0
2015-12-01	22	5	1	0
2016-01-01	17	3	2	0
2016-02-01	18	6	1	0
2016-03-01	30	5	0	0
2016-04-01	20	5	1	0
