date	html	pdf	abstract	epdf
2011-12-01	1	1	0	0
2012-01-01	30	20	16	0
2012-02-01	14	13	9	0
2012-03-01	39	13	3	0
2012-04-01	33	20	5	0
2012-05-01	51	44	5	0
2012-06-01	51	20	5	0
2012-07-01	34	12	5	0
2012-08-01	61	22	6	0
2012-09-01	45	18	9	0
2012-10-01	67	10	6	0
2012-11-01	92	25	9	0
2012-12-01	28	14	10	0
2013-01-01	61	17	11	0
2013-02-01	69	26	7	0
2013-03-01	144	48	16	0
2013-04-01	130	16	5	0
2013-05-01	108	17	2	0
2013-06-01	88	22	9	0
2013-07-01	51	17	4	0
2013-08-01	81	16	7	0
2013-09-01	85	18	1	0
2013-10-01	77	35	1	0
2013-11-01	179	55	3	0
2013-12-01	88	23	8	0
2014-01-01	78	31	2	0
2014-02-01	109	34	1	0
2014-03-01	124	17	3	0
2014-04-01	208	40	4	0
2014-05-01	209	61	1	0
2014-06-01	136	35	1	0
2014-07-01	126	37	9	0
2014-08-01	152	20	3	0
2014-09-01	130	29	2	0
2014-10-01	196	35	4	0
2014-11-01	213	38	5	0
2014-12-01	132	30	6	0
2015-01-01	123	27	5	0
2015-02-01	54	9	1	0
2015-03-01	167	14	2	0
2015-04-01	162	39	4	0
2015-05-01	206	47	6	4
2015-06-01	230	26	2	8
2015-07-01	109	27	4	0
2015-08-01	92	20	3	0
2015-09-01	126	24	1	0
2015-10-01	193	43	2	0
2015-11-01	212	52	4	0
2015-12-01	112	13	1	0
2016-01-01	62	16	5	0
2016-02-01	63	12	7	0
2016-03-01	109	20	11	0
2016-04-01	213	27	5	0
