date	html	pdf	abstract	epdf
2012-01-01	24	9	2	0
2012-02-01	24	6	3	0
2012-03-01	22	7	3	0
2012-04-01	19	12	5	0
2012-05-01	37	17	4	0
2012-06-01	15	13	1	0
2012-07-01	9	11	4	0
2012-08-01	21	13	1	0
2012-09-01	20	11	3	0
2012-10-01	32	9	4	0
2012-11-01	34	11	5	0
2012-12-01	12	5	5	0
2013-01-01	13	7	2	0
2013-02-01	17	10	2	0
2013-03-01	16	21	3	0
2013-04-01	25	14	6	0
2013-05-01	35	17	4	0
2013-06-01	12	15	5	0
2013-07-01	20	9	2	0
2013-08-01	18	22	5	0
2013-09-01	10	8	2	0
2013-10-01	22	7	0	0
2013-11-01	18	13	2	0
2013-12-01	13	7	2	0
2014-01-01	13	9	4	0
2014-02-01	21	25	1	0
2014-03-01	30	28	3	0
2014-04-01	23	22	2	0
2014-05-01	12	15	2	0
2014-06-01	6	7	0	0
2014-07-01	29	14	8	0
2014-08-01	25	28	4	0
2014-09-01	20	8	1	0
2014-10-01	12	18	2	0
2014-11-01	19	23	2	0
2014-12-01	11	8	4	0
2015-01-01	43	17	1	0
2015-02-01	14	10	2	0
2015-03-01	6	14	3	0
2015-04-01	0	9	0	0
2015-05-01	8	13	7	0
2015-06-01	19	17	6	1
2015-07-01	36	8	2	0
2015-08-01	23	12	0	0
2015-09-01	13	14	2	0
2015-10-01	11	13	2	0
2015-11-01	13	18	4	0
2015-12-01	19	6	0	0
2016-01-01	23	10	7	0
2016-02-01	17	13	1	0
2016-03-01	28	19	3	0
2016-04-01	20	11	1	0
