date	html	pdf	abstract	epdf
2012-01-01	67	5	5	0
2012-02-01	81	1	3	0
2012-03-01	96	4	1	0
2012-04-01	88	8	1	0
2012-05-01	55	6	1	0
2012-06-01	48	1	2	0
2012-07-01	41	2	0	0
2012-08-01	34	1	0	0
2012-09-01	87	3	2	0
2012-10-01	71	3	2	0
2012-11-01	107	4	2	0
2012-12-01	68	4	2	0
2013-01-01	60	6	4	0
2013-02-01	120	3	0	0
2013-03-01	65	4	2	0
2013-04-01	109	10	4	0
2013-05-01	70	8	2	0
2013-06-01	34	5	0	0
2013-07-01	68	6	0	0
2013-08-01	39	5	2	0
2013-09-01	27	4	1	0
2013-10-01	109	8	0	0
2013-11-01	71	9	2	0
2013-12-01	52	11	0	0
2014-01-01	46	18	2	0
2014-02-01	52	13	1	0
2014-03-01	92	21	3	0
2014-04-01	52	8	1	0
2014-05-01	52	11	2	0
2014-06-01	29	5	2	0
2014-07-01	53	8	10	0
2014-08-01	40	11	5	0
2014-09-01	53	13	1	0
2014-10-01	81	17	1	0
2014-11-01	54	15	0	0
2014-12-01	68	11	5	0
2015-01-01	76	11	2	0
2015-02-01	70	5	2	0
2015-03-01	92	5	4	0
2015-04-01	68	7	3	0
2015-05-01	51	12	8	1
2015-06-01	59	18	1	2
2015-07-01	37	12	2	0
2015-08-01	26	4	0	0
2015-09-01	27	11	1	0
2015-10-01	51	13	1	0
2015-11-01	65	13	1	0
2015-12-01	99	7	1	0
2016-01-01	72	27	3	0
2016-02-01	65	16	2	0
2016-03-01	113	16	2	0
2016-04-01	97	12	0	0
