date	html	pdf	abstract	epdf
2012-01-01	23	8	6	0
2012-02-01	12	6	3	0
2012-03-01	10	1	9	0
2012-04-01	10	3	5	0
2012-05-01	11	2	5	0
2012-06-01	5	1	7	0
2012-07-01	19	1	4	0
2012-08-01	12	1	7	0
2012-09-01	8	3	8	0
2012-10-01	6	1	5	0
2012-11-01	21	1	6	0
2012-12-01	13	0	8	0
2013-01-01	14	4	7	0
2013-02-01	13	2	6	0
2013-03-01	12	0	12	0
2013-04-01	23	2	4	0
2013-05-01	29	6	5	0
2013-06-01	18	3	7	0
2013-07-01	8	2	4	0
2013-08-01	10	2	3	0
2013-09-01	20	2	2	0
2013-10-01	22	3	0	0
2013-11-01	13	14	2	0
2013-12-01	19	6	0	0
2014-01-01	31	5	4	0
2014-02-01	15	6	0	0
2014-03-01	29	3	2	0
2014-04-01	24	3	3	0
2014-05-01	30	11	3	0
2014-06-01	23	4	3	0
2014-07-01	28	6	10	0
2014-08-01	23	11	4	0
2014-09-01	34	4	2	0
2014-10-01	28	9	2	0
2014-11-01	24	16	3	0
2014-12-01	54	5	5	0
2015-01-01	47	7	1	0
2015-02-01	40	12	3	0
2015-03-01	29	4	1	0
2015-04-01	31	11	1	0
2015-05-01	30	13	8	0
2015-06-01	7	10	2	1
2015-07-01	34	11	3	0
2015-08-01	19	16	1	0
2015-09-01	17	8	0	0
2015-10-01	25	5	3	0
2015-11-01	40	8	3	0
2015-12-01	27	13	1	0
2016-01-01	25	12	4	0
2016-02-01	21	8	4	0
2016-03-01	27	13	6	0
2016-04-01	21	6	6	0
