date	html	pdf	abstract	epdf
2012-01-01	28	13	2	0
2012-02-01	32	5	1	0
2012-03-01	71	19	0	0
2012-04-01	45	34	0	0
2012-05-01	53	36	2	0
2012-06-01	71	24	0	0
2012-07-01	31	9	1	0
2012-08-01	48	34	0	0
2012-09-01	73	17	2	0
2012-10-01	65	41	2	0
2012-11-01	67	39	1	0
2012-12-01	54	31	1	0
2013-01-01	49	49	1	0
2013-02-01	50	25	1	0
2013-03-01	155	50	3	0
2013-04-01	143	38	3	0
2013-05-01	157	57	0	0
2013-06-01	107	25	1	0
2013-07-01	61	31	2	0
2013-08-01	84	35	1	0
2013-09-01	53	36	1	0
2013-10-01	80	24	0	0
2013-11-01	101	33	2	0
2013-12-01	46	18	0	0
2014-01-01	36	26	3	0
2014-02-01	76	41	4	0
2014-03-01	78	39	2	0
2014-04-01	98	48	6	0
2014-05-01	102	46	5	0
2014-06-01	79	48	8	0
2014-07-01	57	32	15	0
2014-08-01	62	30	5	0
2014-09-01	73	35	4	0
2014-10-01	93	31	2	0
2014-11-01	85	38	3	0
2014-12-01	55	29	5	0
2015-01-01	56	36	1	0
2015-02-01	53	21	4	0
2015-03-01	94	40	2	0
2015-04-01	101	38	5	0
2015-05-01	90	59	8	1
2015-06-01	79	35	2	5
2015-07-01	96	27	0	0
2015-08-01	89	35	2	0
2015-09-01	62	46	2	0
2015-10-01	77	41	1	0
2015-11-01	95	46	1	0
2015-12-01	61	33	0	0
2016-01-01	59	27	2	0
2016-02-01	63	25	0	0
2016-03-01	82	20	0	0
2016-04-01	100	30	0	0
