date	html	pdf	abstract	epdf
2012-01-01	19	8	1	0
2012-02-01	13	7	3	0
2012-03-01	33	22	6	0
2012-04-01	36	43	2	0
2012-05-01	24	17	6	0
2012-06-01	32	19	4	0
2012-07-01	31	18	3	0
2012-08-01	34	7	5	0
2012-09-01	40	17	5	0
2012-10-01	41	13	2	0
2012-11-01	34	17	3	0
2012-12-01	19	1	3	0
2013-01-01	14	14	4	0
2013-02-01	13	7	6	0
2013-03-01	19	10	7	0
2013-04-01	44	20	5	0
2013-05-01	29	24	1	0
2013-06-01	28	14	7	0
2013-07-01	16	19	7	0
2013-08-01	22	14	5	0
2013-09-01	25	14	1	0
2013-10-01	24	15	3	0
2013-11-01	22	29	2	0
2013-12-01	14	17	3	0
2014-01-01	7	12	2	0
2014-02-01	16	26	1	0
2014-03-01	17	20	3	0
2014-04-01	12	29	4	0
2014-05-01	24	40	4	0
2014-06-01	24	33	4	0
2014-07-01	37	26	11	0
2014-08-01	16	12	6	0
2014-09-01	27	25	2	0
2014-10-01	19	29	2	0
2014-11-01	11	20	1	0
2014-12-01	19	12	8	0
2015-01-01	28	15	5	0
2015-02-01	10	10	5	0
2015-03-01	19	33	5	0
2015-04-01	27	19	4	0
2015-05-01	24	31	9	1
2015-06-01	23	35	5	4
2015-07-01	22	8	3	0
2015-08-01	13	26	2	0
2015-09-01	13	14	1	0
2015-10-01	18	20	4	0
2015-11-01	40	46	2	0
2015-12-01	26	16	2	0
2016-01-01	15	8	4	0
2016-02-01	15	8	3	0
2016-03-01	28	6	2	0
2016-04-01	23	9	2	0
