date	html	pdf	abstract	epdf
2012-03-01	37	27	12	0
2012-04-01	17	12	1	0
2012-05-01	27	14	2	0
2012-06-01	23	20	3	0
2012-07-01	16	4	1	0
2012-08-01	29	14	2	0
2012-09-01	12	9	2	0
2012-10-01	24	7	1	0
2012-11-01	16	2	1	0
2012-12-01	10	2	3	0
2013-01-01	13	5	3	0
2013-02-01	28	4	3	0
2013-03-01	18	14	1	0
2013-04-01	32	6	5	0
2013-05-01	26	7	0	0
2013-06-01	15	2	4	0
2013-07-01	16	5	2	0
2013-08-01	25	4	1	0
2013-09-01	21	9	0	0
2013-10-01	17	5	0	0
2013-11-01	18	1	1	0
2013-12-01	15	7	0	0
2014-01-01	15	4	2	0
2014-02-01	29	12	1	0
2014-03-01	17	7	1	0
2014-04-01	19	9	4	0
2014-05-01	21	3	3	0
2014-06-01	25	10	1	0
2014-07-01	36	6	11	0
2014-08-01	24	5	2	0
2014-09-01	22	6	2	0
2014-10-01	29	6	1	0
2014-11-01	27	4	0	0
2014-12-01	64	1	3	0
2015-01-01	54	10	1	0
2015-02-01	21	3	2	0
2015-03-01	34	5	3	0
2015-04-01	24	4	2	0
2015-05-01	43	7	6	0
2015-06-01	22	8	2	0
2015-07-01	33	8	0	0
2015-08-01	22	9	0	0
2015-09-01	16	7	0	0
2015-10-01	60	916	1	0
2015-11-01	48	594	1	0
2015-12-01	37	122	0	0
2016-01-01	43	6	2	0
2016-02-01	34	13	0	0
2016-03-01	35	8	1	0
2016-04-01	26	9	0	0
