date	html	pdf	abstract	epdf
2011-12-01	2	5	0	0
2012-01-01	169	219	0	0
2012-02-01	224	195	0	0
2012-03-01	311	228	0	0
2012-04-01	399	217	2	0
2012-05-01	478	522	2	0
2012-06-01	352	229	0	0
2012-07-01	224	155	4	0
2012-08-01	307	173	1	0
2012-09-01	384	175	1	0
2012-10-01	480	240	0	0
2012-11-01	473	207	1	0
2012-12-01	280	166	3	0
2013-01-01	259	149	1	0
2013-02-01	394	213	1	0
2013-03-01	807	312	1	0
2013-04-01	697	211	2	0
2013-05-01	426	301	3	0
2013-06-01	306	399	2	0
2013-07-01	185	256	2	0
2013-08-01	267	355	1	0
2013-09-01	224	400	1	0
2013-10-01	283	474	0	0
2013-11-01	239	586	1	0
2013-12-01	249	295	1	0
2014-01-01	183	298	4	0
2014-02-01	216	365	0	0
2014-03-01	328	625	3	0
2014-04-01	398	534	2	0
2014-05-01	453	719	4	0
2014-06-01	328	576	0	0
2014-07-01	238	544	13	0
2014-08-01	226	548	2	0
2014-09-01	301	511	1	0
2014-10-01	355	806	3	0
2014-11-01	398	759	1	0
2014-12-01	301	474	3	0
2015-01-01	247	234	0	0
2015-02-01	247	367	0	0
2015-03-01	353	616	0	0
2015-04-01	96	305	0	0
2015-05-01	0	802	0	3
2015-06-01	135	875	1	20
2015-07-01	240	691	2	0
2015-08-01	239	929	0	0
2015-09-01	287	838	0	1
2015-10-01	324	1134	2	0
2015-11-01	427	1179	2	0
2015-12-01	231	445	1	0
2016-01-01	130	490	4	0
2016-02-01	182	310	0	0
2016-03-01	250	397	0	0
2016-04-01	326	318	2	1
