date	html	pdf	abstract	epdf
2012-01-01	50	52	0	0
2012-02-01	65	37	1	0
2012-03-01	141	94	1	0
2012-04-01	108	65	2	0
2012-05-01	155	63	7	0
2012-06-01	94	33	1	0
2012-07-01	40	29	2	0
2012-08-01	107	37	0	0
2012-09-01	76	60	1	0
2012-10-01	89	115	0	0
2012-11-01	69	95	3	0
2012-12-01	34	32	3	0
2013-01-01	28	43	2	0
2013-02-01	60	99	2	0
2013-03-01	107	78	2	0
2013-04-01	143	98	3	0
2013-05-01	90	82	9	0
2013-06-01	57	65	5	0
2013-07-01	40	47	0	0
2013-08-01	32	55	3	0
2013-09-01	78	82	10	0
2013-10-01	82	191	2	0
2013-11-01	95	115	5	0
2013-12-01	41	55	1	0
2014-01-01	34	70	3	0
2014-02-01	45	81	1	0
2014-03-01	71	114	2	0
2014-04-01	77	175	5	0
2014-05-01	54	149	3	0
2014-06-01	55	137	1	0
2014-07-01	92	188	10	0
2014-08-01	66	193	4	0
2014-09-01	153	289	1	0
2014-10-01	91	217	2	0
2014-11-01	88	286	1	0
2014-12-01	57	114	4	0
2015-01-01	53	114	0	0
2015-02-01	77	167	2	0
2015-03-01	73	206	2	0
2015-04-01	50	157	3	0
2015-05-01	49	308	8	1
2015-06-01	65	208	2	5
2015-07-01	58	124	0	0
2015-08-01	56	104	0	0
2015-09-01	49	121	0	0
2015-10-01	80	133	2	0
2015-11-01	66	110	1	0
2015-12-01	44	93	1	0
2016-01-01	15	46	2	0
2016-02-01	29	98	0	0
2016-03-01	47	191	0	0
2016-04-01	61	211	3	0
