date	html	pdf	abstract	epdf
2012-11-01	11	14	5	0
2012-12-01	25	2	6	0
2013-01-01	31	9	9	0
2013-02-01	20	7	6	0
2013-03-01	32	19	4	0
2013-04-01	26	8	5	0
2013-05-01	25	5	2	0
2013-06-01	14	7	2	0
2013-07-01	13	2	2	0
2013-08-01	19	6	3	0
2013-09-01	21	7	2	0
2013-10-01	29	8	0	0
2013-11-01	30	4	2	0
2013-12-01	23	5	2	0
2014-01-01	17	7	3	0
2014-02-01	22	7	2	0
2014-03-01	30	9	0	0
2014-04-01	23	8	2	0
2014-05-01	20	4	3	0
2014-06-01	46	7	3	0
2014-07-01	56	8	10	0
2014-08-01	26	7	2	0
2014-09-01	18	5	1	0
2014-10-01	25	5	2	0
2014-11-01	19	6	2	0
2014-12-01	33	7	7	0
2015-01-01	39	10	4	0
2015-02-01	32	4	0	0
2015-03-01	27	3	0	0
2015-04-01	26	8	2	0
2015-05-01	34	4	10	1
2015-06-01	33	5	1	2
2015-07-01	41	4	1	0
2015-08-01	56	13	0	0
2015-09-01	29	6	1	0
2015-10-01	34	8	3	0
2015-11-01	27	10	2	0
2015-12-01	29	1	0	0
2016-01-01	28	9	4	0
2016-02-01	30	18	3	0
2016-03-01	40	15	0	0
2016-04-01	18	15	5	0
