date	html	pdf	abstract	epdf
2012-01-01	73	14	6	0
2012-02-01	80	20	2	0
2012-03-01	92	33	3	0
2012-04-01	90	31	0	0
2012-05-01	94	36	2	0
2012-06-01	100	28	1	0
2012-07-01	117	32	1	0
2012-08-01	135	32	3	0
2012-09-01	156	46	2	0
2012-10-01	121	62	1	0
2012-11-01	166	51	3	0
2012-12-01	57	22	3	0
2013-01-01	56	18	8	0
2013-02-01	58	37	3	0
2013-03-01	79	51	3	0
2013-04-01	120	58	2	0
2013-05-01	101	49	2	0
2013-06-01	90	25	5	0
2013-07-01	66	30	2	0
2013-08-01	71	39	1	0
2013-09-01	87	36	0	0
2013-10-01	83	30	0	0
2013-11-01	58	33	3	0
2013-12-01	47	32	2	0
2014-01-01	33	22	2	0
2014-02-01	46	36	1	0
2014-03-01	85	55	2	0
2014-04-01	46	40	2	0
2014-05-01	103	53	4	0
2014-06-01	46	35	2	0
2014-07-01	67	45	9	0
2014-08-01	46	43	1	0
2014-09-01	68	45	1	0
2014-10-01	78	57	1	0
2014-11-01	61	35	1	0
2014-12-01	41	26	2	0
2015-01-01	48	23	0	0
2015-02-01	43	14	1	0
2015-03-01	75	23	0	0
2015-04-01	60	23	0	0
2015-05-01	101	37	7	0
2015-06-01	74	31	1	6
2015-07-01	54	28	0	0
2015-08-01	71	25	0	0
2015-09-01	68	18	0	0
2015-10-01	72	22	1	0
2015-11-01	95	33	2	0
2015-12-01	47	26	0	0
2016-01-01	55	29	3	0
2016-02-01	67	30	0	0
2016-03-01	91	25	0	0
2016-04-01	106	39	0	0
