date	html	pdf	abstract	epdf
2012-01-01	23	4	10	0
2012-02-01	23	3	10	0
2012-03-01	28	1	10	0
2012-04-01	34	2	3	0
2012-05-01	46	10	5	0
2012-06-01	20	0	8	0
2012-07-01	7	1	6	0
2012-08-01	21	5	5	0
2012-09-01	25	4	4	0
2012-10-01	22	6	2	0
2012-11-01	30	4	5	0
2012-12-01	23	2	5	0
2013-01-01	21	5	10	0
2013-02-01	8	8	6	0
2013-03-01	16	2	13	0
2013-04-01	43	12	7	0
2013-05-01	44	8	5	0
2013-06-01	27	4	10	0
2013-07-01	35	3	9	0
2013-08-01	17	3	5	0
2013-09-01	13	5	2	0
2013-10-01	19	4	0	0
2013-11-01	31	4	4	0
2013-12-01	26	13	2	0
2014-01-01	17	7	3	0
2014-02-01	13	12	2	0
2014-03-01	40	11	4	0
2014-04-01	22	14	2	0
2014-05-01	34	15	2	0
2014-06-01	32	6	1	0
2014-07-01	39	5	11	0
2014-08-01	32	10	6	0
2014-09-01	25	5	3	0
2014-10-01	26	11	3	0
2014-11-01	28	19	2	0
2014-12-01	26	3	3	0
2015-01-01	48	3	4	0
2015-02-01	46	4	1	0
2015-03-01	31	3	4	0
2015-04-01	31	6	6	0
2015-05-01	40	6	8	0
2015-06-01	28	12	2	1
2015-07-01	17	2	1	0
2015-08-01	10	4	0	0
2015-09-01	22	4	1	0
2015-10-01	24	9	3	0
2015-11-01	32	5	4	0
2015-12-01	28	3	2	0
2016-01-01	27	7	2	0
2016-02-01	23	4	5	0
2016-03-01	20	10	1	0
2016-04-01	40	159	1	0
