date	html	pdf	abstract	epdf
2012-01-01	22	5	0	0
2012-02-01	9	3	1	0
2012-03-01	26	6	0	0
2012-04-01	14	2	0	0
2012-05-01	31	6	5	0
2012-06-01	13	4	1	0
2012-07-01	15	0	3	0
2012-08-01	25	1	0	0
2012-09-01	31	9	4	0
2012-10-01	18	0	0	0
2012-11-01	25	1	1	0
2012-12-01	18	1	2	0
2013-01-01	17	4	1	0
2013-02-01	23	3	0	0
2013-03-01	31	4	2	0
2013-04-01	24	6	2	0
2013-05-01	33	3	2	0
2013-06-01	16	4	1	0
2013-07-01	14	2	1	0
2013-08-01	13	1	1	0
2013-09-01	17	0	0	0
2013-10-01	8	1	0	0
2013-11-01	12	3	1	0
2013-12-01	20	0	2	0
2014-01-01	6	2	3	0
2014-02-01	12	2	0	0
2014-03-01	27	1	2	0
2014-04-01	14	1	1	0
2014-05-01	16	7	0	0
2014-06-01	18	3	2	0
2014-07-01	40	14	15	0
2014-08-01	18	3	2	0
2014-09-01	26	3	3	0
2014-10-01	16	5	1	0
2014-11-01	25	5	0	0
2014-12-01	50	2	4	0
2015-01-01	45	3	1	0
2015-02-01	15	4	3	0
2015-03-01	20	6	2	0
2015-04-01	9	1	2	0
2015-05-01	21	11	6	0
2015-06-01	17	8	1	0
2015-07-01	28	13	0	0
2015-08-01	15	4	0	0
2015-09-01	16	4	0	0
2015-10-01	41	5	1	0
2015-11-01	36	7	1	0
2015-12-01	24	4	0	0
2016-01-01	22	5	2	0
2016-02-01	19	5	0	0
2016-03-01	16	7	0	0
2016-04-01	27	12	0	0
