date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	35	17	2	0
2012-02-01	52	30	3	0
2012-03-01	60	59	3	0
2012-04-01	29	72	1	0
2012-05-01	49	108	1	0
2012-06-01	23	82	0	0
2012-07-01	16	55	2	0
2012-08-01	28	67	0	0
2012-09-01	24	46	5	0
2012-10-01	39	100	0	0
2012-11-01	21	82	2	0
2012-12-01	6	35	3	0
2013-01-01	20	53	2	0
2013-02-01	15	51	3	0
2013-03-01	41	104	3	0
2013-04-01	30	113	11	0
2013-05-01	43	141	2	0
2013-06-01	25	95	4	0
2013-07-01	8	40	1	0
2013-08-01	18	100	4	0
2013-09-01	28	92	0	0
2013-10-01	42	119	1	0
2013-11-01	27	92	3	0
2013-12-01	14	41	0	0
2014-01-01	19	41	2	0
2014-02-01	10	60	1	0
2014-03-01	13	89	1	0
2014-04-01	12	76	2	0
2014-05-01	11	104	1	0
2014-06-01	18	74	1	0
2014-07-01	22	69	11	0
2014-08-01	12	106	1	0
2014-09-01	31	143	2	0
2014-10-01	15	242	1	0
2014-11-01	39	266	1	0
2014-12-01	22	37	3	0
2015-01-01	28	26	0	0
2015-02-01	9	41	2	0
2015-03-01	21	119	2	0
2015-04-01	8	80	9	0
2015-05-01	31	118	8	0
2015-06-01	28	107	1	3
2015-07-01	13	53	2	0
2015-08-01	20	67	0	0
2015-09-01	25	76	0	0
2015-10-01	22	82	4	0
2015-11-01	33	88	1	0
2015-12-01	34	31	1	0
2016-01-01	20	38	2	0
2016-02-01	22	12	0	0
2016-03-01	29	13	0	0
2016-04-01	35	18	1	0
