date	html	pdf	abstract	epdf
2012-01-01	22	17	3	0
2012-02-01	26	27	3	0
2012-03-01	60	58	5	0
2012-04-01	57	49	6	0
2012-05-01	71	106	5	0
2012-06-01	48	50	3	0
2012-07-01	30	19	14	0
2012-08-01	41	34	3	0
2012-09-01	62	42	8	0
2012-10-01	80	43	15	0
2012-11-01	67	50	9	0
2012-12-01	42	12	13	0
2013-01-01	32	13	16	0
2013-02-01	42	21	6	0
2013-03-01	72	52	14	0
2013-04-01	75	40	7	0
2013-05-01	104	73	30	0
2013-06-01	60	36	8	0
2013-07-01	42	23	6	0
2013-08-01	50	28	6	0
2013-09-01	61	51	2	0
2013-10-01	51	76	1	0
2013-11-01	55	74	2	0
2013-12-01	26	30	19	0
2014-01-01	19	22	3	0
2014-02-01	23	19	3	0
2014-03-01	70	31	8	0
2014-04-01	52	26	8	0
2014-05-01	72	46	4	0
2014-06-01	52	27	19	0
2014-07-01	32	7	21	0
2014-08-01	43	16	8	0
2014-09-01	51	23	9	0
2014-10-01	55	21	6	0
2014-11-01	89	30	12	0
2014-12-01	30	7	19	0
2015-01-01	34	10	7	0
2015-02-01	29	13	8	0
2015-03-01	63	33	12	0
2015-04-01	74	24	16	0
2015-05-01	78	43	16	0
2015-06-01	66	19	9	6
2015-07-01	24	13	6	0
2015-08-01	32	15	6	0
2015-09-01	36	18	5	0
2015-10-01	56	30	9	0
2015-11-01	58	38	7	0
2015-12-01	31	22	4	0
2016-01-01	18	13	6	0
2016-02-01	24	8	3	0
2016-03-01	31	13	0	0
2016-04-01	55	10	3	0
