date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	50	14	1	0
2012-02-01	36	8	2	0
2012-03-01	58	11	2	0
2012-04-01	62	23	0	0
2012-05-01	73	13	1	0
2012-06-01	71	11	1	0
2012-07-01	45	5	1	0
2012-08-01	47	9	1	0
2012-09-01	65	10	1	0
2012-10-01	60	14	0	0
2012-11-01	45	8	1	0
2012-12-01	34	5	1	0
2013-01-01	97	13	3	0
2013-02-01	92	16	1	0
2013-03-01	72	12	1	0
2013-04-01	92	19	1	0
2013-05-01	72	10	1	0
2013-06-01	35	7	2	0
2013-07-01	40	9	2	0
2013-08-01	32	4	1	0
2013-09-01	23	10	0	0
2013-10-01	44	19	0	0
2013-11-01	48	17	2	0
2013-12-01	24	7	0	0
2014-01-01	21	8	3	0
2014-02-01	30	13	0	0
2014-03-01	36	7	2	0
2014-04-01	51	21	12	0
2014-05-01	54	25	3	0
2014-06-01	48	24	1	0
2014-07-01	64	22	16	0
2014-08-01	24	6	2	0
2014-09-01	47	11	1	0
2014-10-01	43	21	3	0
2014-11-01	44	8	0	0
2014-12-01	21	13	2	0
2015-01-01	38	13	1	0
2015-02-01	26	10	2	0
2015-03-01	41	17	2	0
2015-04-01	25	14	0	0
2015-05-01	43	12	7	1
2015-06-01	33	24	2	1
2015-07-01	40	15	1	0
2015-08-01	29	18	0	0
2015-09-01	25	7	0	0
2015-10-01	45	6	1	0
2015-11-01	33	8	1	0
2015-12-01	23	10	0	0
2016-01-01	27	11	3	0
2016-02-01	21	12	0	0
2016-03-01	25	7	0	0
2016-04-01	22	11	0	0
