date	html	pdf	abstract	epdf
2012-01-01	15	15	5	0
2012-02-01	17	6	3	0
2012-03-01	28	32	2	0
2012-04-01	36	24	5	0
2012-05-01	37	24	1	0
2012-06-01	17	13	2	0
2012-07-01	19	8	0	0
2012-08-01	33	26	2	0
2012-09-01	24	44	3	0
2012-10-01	50	44	5	0
2012-11-01	59	29	2	0
2012-12-01	20	9	3	0
2013-01-01	21	26	3	0
2013-02-01	26	18	3	0
2013-03-01	36	25	3	0
2013-04-01	51	14	2	0
2013-05-01	46	28	3	0
2013-06-01	20	11	5	0
2013-07-01	17	10	2	0
2013-08-01	25	24	2	0
2013-09-01	44	21	3	0
2013-10-01	53	32	0	0
2013-11-01	62	21	2	0
2013-12-01	21	5	3	0
2014-01-01	24	13	4	0
2014-02-01	56	17	0	0
2014-03-01	42	14	6	0
2014-04-01	33	39	4	0
2014-05-01	43	33	3	0
2014-06-01	46	13	1	0
2014-07-01	40	21	13	0
2014-08-01	42	25	5	0
2014-09-01	29	16	3	0
2014-10-01	39	31	1	0
2014-11-01	74	23	1	0
2014-12-01	20	12	3	0
2015-01-01	37	6	4	0
2015-02-01	31	8	3	0
2015-03-01	47	34	5	0
2015-04-01	31	19	1	0
2015-05-01	50	23	11	0
2015-06-01	49	19	4	3
2015-07-01	33	7	1	0
2015-08-01	21	10	1	0
2015-09-01	36	17	1	0
2015-10-01	31	18	3	0
2015-11-01	44	28	4	0
2015-12-01	23	9	1	0
2016-01-01	32	10	1	0
2016-02-01	16	5	0	0
2016-03-01	37	8	3	0
2016-04-01	40	3	1	0
