date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	16	3	3	0
2012-02-01	9	2	0	0
2012-03-01	21	8	0	0
2012-04-01	19	3	0	0
2012-05-01	33	10	1	0
2012-06-01	14	9	0	0
2012-07-01	18	6	1	0
2012-08-01	15	17	0	0
2012-09-01	13	7	1	0
2012-10-01	25	7	1	0
2012-11-01	12	3	0	0
2012-12-01	5	4	2	0
2013-01-01	13	3	3	0
2013-02-01	13	9	1	0
2013-03-01	20	14	3	0
2013-04-01	27	13	1	0
2013-05-01	31	6	0	0
2013-06-01	19	9	3	0
2013-07-01	8	4	1	0
2013-08-01	15	6	1	0
2013-09-01	17	9	0	0
2013-10-01	8	9	0	0
2013-11-01	12	11	1	0
2013-12-01	7	6	0	0
2014-01-01	9	4	3	0
2014-02-01	11	12	0	0
2014-03-01	18	15	1	0
2014-04-01	20	24	3	0
2014-05-01	19	37	2	0
2014-06-01	40	35	1	0
2014-07-01	38	24	7	0
2014-08-01	12	23	1	0
2014-09-01	10	27	1	0
2014-10-01	18	24	1	0
2014-11-01	14	19	0	0
2014-12-01	20	17	1	0
2015-01-01	32	16	3	0
2015-02-01	15	10	2	0
2015-03-01	23	5	2	0
2015-04-01	16	10	2	0
2015-05-01	21	37	8	3
2015-06-01	20	26	1	0
2015-07-01	8	19	0	0
2015-08-01	18	20	0	0
2015-09-01	15	17	0	0
2015-10-01	16	20	2	0
2015-11-01	24	17	1	0
2015-12-01	17	13	0	0
2016-01-01	17	19	1	0
2016-02-01	11	19	4	0
2016-03-01	13	10	2	0
2016-04-01	20	10	0	0
