date	html	pdf	abstract	epdf
2012-01-01	99	22	0	0
2012-02-01	110	28	1	0
2012-03-01	203	48	2	0
2012-04-01	201	64	2	0
2012-05-01	278	67	4	0
2012-06-01	181	58	5	0
2012-07-01	105	12	3	0
2012-08-01	172	44	5	0
2012-09-01	206	27	7	0
2012-10-01	181	47	7	0
2012-11-01	192	32	5	0
2012-12-01	95	16	9	0
2013-01-01	76	51	4	0
2013-02-01	122	58	3	0
2013-03-01	247	60	7	0
2013-04-01	206	77	4	0
2013-05-01	160	38	7	0
2013-06-01	129	47	1	0
2013-07-01	70	30	1	0
2013-08-01	86	17	3	0
2013-09-01	103	35	0	0
2013-10-01	148	42	0	0
2013-11-01	232	26	3	0
2013-12-01	142	16	3	0
2014-01-01	94	31	3	0
2014-02-01	85	34	1	0
2014-03-01	171	92	2	0
2014-04-01	162	71	1	0
2014-05-01	206	66	1	0
2014-06-01	187	40	0	0
2014-07-01	162	33	8	0
2014-08-01	190	48	2	0
2014-09-01	239	23	1	0
2014-10-01	276	56	1	0
2014-11-01	301	39	0	0
2014-12-01	142	31	0	0
2015-01-01	119	31	1	0
2015-02-01	108	8	3	0
2015-03-01	208	30	2	0
2015-04-01	218	54	1	0
2015-05-01	285	66	7	1
2015-06-01	345	77	2	7
2015-07-01	137	55	1	0
2015-08-01	129	32	0	0
2015-09-01	169	21	1	0
2015-10-01	176	38	2	0
2015-11-01	220	61	1	1
2015-12-01	133	24	1	0
2016-01-01	77	25	2	0
2016-02-01	98	13	0	1
2016-03-01	140	14	0	0
2016-04-01	124	20	1	0
