date	html	pdf	abstract	epdf
2012-01-01	21	11	0	0
2012-02-01	17	11	3	0
2012-03-01	29	18	4	0
2012-04-01	33	25	0	0
2012-05-01	41	20	5	0
2012-06-01	38	8	0	0
2012-07-01	19	4	1	0
2012-08-01	28	4	0	0
2012-09-01	33	4	2	0
2012-10-01	26	14	2	0
2012-11-01	44	22	1	0
2012-12-01	37	14	4	0
2013-01-01	40	11	3	0
2013-02-01	18	11	5	0
2013-03-01	42	16	6	0
2013-04-01	44	13	3	0
2013-05-01	70	47	1	0
2013-06-01	39	21	0	0
2013-07-01	29	15	1	0
2013-08-01	30	20	2	0
2013-09-01	44	28	2	0
2013-10-01	39	32	3	0
2013-11-01	37	28	4	0
2013-12-01	10	9	1	0
2014-01-01	9	7	3	0
2014-02-01	14	9	0	0
2014-03-01	21	32	2	0
2014-04-01	23	19	2	0
2014-05-01	44	46	4	0
2014-06-01	33	19	1	0
2014-07-01	36	20	9	0
2014-08-01	19	12	1	0
2014-09-01	26	10	1	0
2014-10-01	19	19	1	0
2014-11-01	18	24	1	0
2014-12-01	22	13	9	0
2015-01-01	26	5	4	0
2015-02-01	16	12	4	0
2015-03-01	28	18	2	0
2015-04-01	29	13	1	0
2015-05-01	23	15	5	0
2015-06-01	40	39	1	4
2015-07-01	18	12	0	0
2015-08-01	20	18	0	0
2015-09-01	37	13	1	0
2015-10-01	37	20	1	0
2015-11-01	21	9	1	0
2015-12-01	20	4	0	0
2016-01-01	21	11	1	0
2016-02-01	23	11	2	0
2016-03-01	46	11	0	0
2016-04-01	38	16	2	0
