date	html	pdf	abstract	epdf
2012-01-01	202	100	10	0
2012-02-01	174	102	7	0
2012-03-01	297	108	15	0
2012-04-01	265	113	3	0
2012-05-01	348	97	5	0
2012-06-01	190	52	2	0
2012-07-01	122	50	3	0
2012-08-01	172	77	3	0
2012-09-01	197	53	3	0
2012-10-01	170	45	3	0
2012-11-01	228	82	3	0
2012-12-01	101	28	3	0
2013-01-01	113	47	5	0
2013-02-01	174	49	1	0
2013-03-01	279	57	4	0
2013-04-01	208	59	1	0
2013-05-01	186	57	1	0
2013-06-01	144	45	2	0
2013-07-01	130	48	3	0
2013-08-01	129	52	3	0
2013-09-01	198	45	1	0
2013-10-01	147	50	1	0
2013-11-01	210	46	2	0
2013-12-01	90	36	5	0
2014-01-01	94	32	4	0
2014-02-01	151	45	2	0
2014-03-01	146	68	5	0
2014-04-01	114	39	2	0
2014-05-01	164	63	1	0
2014-06-01	118	38	1	0
2014-07-01	144	51	22	0
2014-08-01	115	51	2	0
2014-09-01	116	41	2	0
2014-10-01	131	46	1	0
2014-11-01	138	77	0	0
2014-12-01	78	20	2	0
2015-01-01	76	18	3	0
2015-02-01	82	39	3	0
2015-03-01	140	61	2	0
2015-04-01	157	65	2	0
2015-05-01	173	59	9	3
2015-06-01	144	57	6	16
2015-07-01	84	33	3	0
2015-08-01	70	36	0	0
2015-09-01	73	34	1	0
2015-10-01	122	52	4	0
2015-11-01	117	45	3	0
2015-12-01	69	37	1	0
2016-01-01	53	32	5	0
2016-02-01	73	35	0	0
2016-03-01	72	20	3	0
2016-04-01	88	37	1	0
