date	html	pdf	abstract	epdf
2012-01-01	34	8	8	0
2012-02-01	41	9	4	0
2012-03-01	80	26	6	0
2012-04-01	49	21	4	0
2012-05-01	67	13	4	0
2012-06-01	49	8	1	0
2012-07-01	47	7	3	0
2012-08-01	38	13	2	0
2012-09-01	74	17	1	0
2012-10-01	60	13	0	0
2012-11-01	56	12	1	0
2012-12-01	18	6	1	0
2013-01-01	33	10	3	0
2013-02-01	37	4	4	0
2013-03-01	88	41	4	0
2013-04-01	87	22	4	0
2013-05-01	128	32	9	0
2013-06-01	49	12	5	0
2013-07-01	71	10	4	0
2013-08-01	70	11	3	0
2013-09-01	69	11	2	0
2013-10-01	73	12	1	0
2013-11-01	38	6	2	0
2013-12-01	28	7	1	0
2014-01-01	6	2	2	0
2014-02-01	13	7	0	0
2014-03-01	46	14	2	0
2014-04-01	31	7	1	0
2014-05-01	32	17	2	0
2014-06-01	19	7	2	0
2014-07-01	33	6	18	0
2014-08-01	13	2	2	0
2014-09-01	10	3	1	0
2014-10-01	18	4	1	0
2014-11-01	17	5	0	0
2014-12-01	20	0	3	0
2015-01-01	30	2	7	0
2015-02-01	14	2	2	0
2015-03-01	14	2	2	0
2015-04-01	16	5	7	0
2015-05-01	17	4	8	1
2015-06-01	16	5	2	1
2015-07-01	8	3	0	0
2015-08-01	14	8	0	0
2015-09-01	22	2	2	0
2015-10-01	30	2	1	0
2015-11-01	26	3	2	0
2015-12-01	16	2	0	0
2016-01-01	22	8	6	0
2016-02-01	8	4	2	0
2016-03-01	8	4	0	0
2016-04-01	28	12	1	0
