date	html	pdf	abstract	epdf
2011-12-01	1	1	0	0
2012-01-01	52	41	1	0
2012-02-01	74	54	2	0
2012-03-01	138	72	4	0
2012-04-01	178	66	0	0
2012-05-01	162	105	3	0
2012-06-01	99	50	1	0
2012-07-01	64	37	2	0
2012-08-01	81	51	0	0
2012-09-01	91	54	3	0
2012-10-01	116	85	1	0
2012-11-01	118	87	5	0
2012-12-01	61	61	3	0
2013-01-01	108	74	3	0
2013-02-01	116	124	4	0
2013-03-01	112	101	2	0
2013-04-01	153	83	5	0
2013-05-01	134	61	2	0
2013-06-01	121	42	3	0
2013-07-01	87	44	2	0
2013-08-01	115	51	3	0
2013-09-01	76	63	0	0
2013-10-01	94	90	1	0
2013-11-01	69	68	1	0
2013-12-01	54	45	1	0
2014-01-01	46	40	3	0
2014-02-01	44	39	0	0
2014-03-01	80	73	1	0
2014-04-01	73	73	1	0
2014-05-01	57	62	1	0
2014-06-01	73	72	3	0
2014-07-01	56	47	10	0
2014-08-01	62	32	2	0
2014-09-01	56	58	1	0
2014-10-01	83	36	3	0
2014-11-01	96	68	1	0
2014-12-01	65	22	4	0
2015-01-01	64	22	6	0
2015-02-01	50	30	3	0
2015-03-01	81	45	3	0
2015-04-01	78	50	5	0
2015-05-01	90	110	8	0
2015-06-01	99	136	2	9
2015-07-01	71	49	2	0
2015-08-01	46	54	1	0
2015-09-01	69	46	1	0
2015-10-01	51	63	2	0
2015-11-01	82	86	4	0
2015-12-01	50	36	1	0
2016-01-01	57	58	2	0
2016-02-01	50	53	2	0
2016-03-01	52	25	1	1
2016-04-01	59	28	1	0
