date	html	pdf	abstract	epdf
2012-06-01	21	17	10	0
2012-07-01	22	14	4	0
2012-08-01	18	7	3	0
2012-09-01	20	11	3	0
2012-10-01	13	12	1	0
2012-11-01	25	14	1	0
2012-12-01	11	12	1	0
2013-01-01	6	28	4	0
2013-02-01	16	2	0	0
2013-03-01	13	8	5	0
2013-04-01	25	9	3	0
2013-05-01	27	7	1	0
2013-06-01	8	10	1	0
2013-07-01	13	8	2	0
2013-08-01	9	7	2	0
2013-09-01	17	11	0	0
2013-10-01	15	10	1	0
2013-11-01	11	9	1	0
2013-12-01	12	7	2	0
2014-01-01	11	8	2	0
2014-02-01	9	11	2	0
2014-03-01	38	16	3	0
2014-04-01	15	6	3	0
2014-05-01	23	6	3	0
2014-06-01	12	4	2	0
2014-07-01	48	13	10	0
2014-08-01	23	8	4	0
2014-09-01	21	4	2	0
2014-10-01	21	9	1	0
2014-11-01	22	8	2	0
2014-12-01	13	3	2	0
2015-01-01	41	14	4	0
2015-02-01	38	10	2	0
2015-03-01	31	6	2	0
2015-04-01	20	10	1	0
2015-05-01	25	11	7	0
2015-06-01	21	6	2	2
2015-07-01	15	8	0	0
2015-08-01	6	4	0	0
2015-09-01	14	8	2	0
2015-10-01	17	9	4	0
2015-11-01	21	5	1	0
2015-12-01	28	9	0	1
2016-01-01	28	10	3	0
2016-02-01	26	7	3	0
2016-03-01	19	11	0	0
2016-04-01	31	16	1	1
