date	html	pdf	abstract	epdf
2012-01-01	15	4	2	0
2012-02-01	27	4	2	0
2012-03-01	26	7	0	0
2012-04-01	67	8	0	0
2012-05-01	41	11	2	0
2012-06-01	25	3	0	0
2012-07-01	20	11	3	0
2012-08-01	31	11	1	0
2012-09-01	18	5	2	0
2012-10-01	42	13	0	0
2012-11-01	46	13	1	0
2012-12-01	21	5	1	0
2013-01-01	16	3	0	0
2013-02-01	17	3	2	0
2013-03-01	34	15	2	0
2013-04-01	57	8	3	0
2013-05-01	33	13	2	0
2013-06-01	22	3	3	0
2013-07-01	14	10	2	0
2013-08-01	20	4	5	0
2013-09-01	33	4	2	0
2013-10-01	38	9	0	0
2013-11-01	33	8	1	0
2013-12-01	14	1	1	0
2014-01-01	20	8	2	0
2014-02-01	18	7	0	0
2014-03-01	46	6	6	0
2014-04-01	19	2	1	0
2014-05-01	35	1	0	0
2014-06-01	25	7	4	0
2014-07-01	25	12	9	0
2014-08-01	36	7	2	0
2014-09-01	26	8	3	0
2014-10-01	30	13	1	0
2014-11-01	23	9	0	0
2014-12-01	16	7	8	0
2015-01-01	28	7	2	0
2015-02-01	26	9	2	0
2015-03-01	14	14	5	0
2015-04-01	1	11	0	0
2015-05-01	40	26	8	0
2015-06-01	58	17	3	0
2015-07-01	26	14	0	0
2015-08-01	24	4	0	0
2015-09-01	29	8	0	0
2015-10-01	40	15	1	0
2015-11-01	33	14	1	0
2015-12-01	16	5	0	0
2016-01-01	15	10	2	0
2016-02-01	21	8	1	0
2016-03-01	35	17	0	0
2016-04-01	40	8	1	0
