date	html	pdf	abstract	epdf
2012-07-01	18	15	8	0
2012-08-01	15	10	3	0
2012-09-01	15	8	2	0
2012-10-01	12	4	0	0
2012-11-01	14	5	3	0
2012-12-01	14	11	2	0
2013-01-01	10	2	3	0
2013-02-01	15	3	1	0
2013-03-01	19	5	1	0
2013-04-01	16	2	2	0
2013-05-01	27	7	1	0
2013-06-01	12	1	2	0
2013-07-01	15	2	1	0
2013-08-01	9	3	1	0
2013-09-01	17	2	0	0
2013-10-01	18	7	0	0
2013-11-01	28	7	1	0
2013-12-01	20	9	1	0
2014-01-01	14	5	2	0
2014-02-01	20	6	0	0
2014-03-01	22	3	1	0
2014-04-01	21	3	2	0
2014-05-01	26	6	2	0
2014-06-01	20	9	2	0
2014-07-01	19	16	11	0
2014-08-01	9	8	1	0
2014-09-01	20	19	2	0
2014-10-01	19	7	1	0
2014-11-01	10	4	0	0
2014-12-01	17	9	5	0
2015-01-01	23	2	3	0
2015-02-01	12	5	2	0
2015-03-01	12	0	2	0
2015-04-01	12	2	2	0
2015-05-01	13	4	5	0
2015-06-01	10	8	1	0
2015-07-01	10	7	0	0
2015-08-01	7	6	0	0
2015-09-01	9	7	0	0
2015-10-01	13	2	4	0
2015-11-01	22	5	3	0
2015-12-01	18	4	1	0
2016-01-01	16	9	2	0
2016-02-01	12	9	1	0
2016-03-01	15	5	1	0
2016-04-01	15	10	1	0
