date	html	pdf	abstract	epdf
2012-01-01	29	8	4	0
2012-02-01	32	6	5	0
2012-03-01	72	9	7	0
2012-04-01	89	18	6	0
2012-05-01	64	10	3	0
2012-06-01	54	4	5	0
2012-07-01	33	8	5	0
2012-08-01	42	8	4	0
2012-09-01	57	10	6	0
2012-10-01	56	9	2	0
2012-11-01	51	5	3	0
2012-12-01	30	2	6	0
2013-01-01	27	6	7	0
2013-02-01	21	9	6	0
2013-03-01	37	7	8	0
2013-04-01	45	8	11	0
2013-05-01	46	2	8	0
2013-06-01	31	8	6	0
2013-07-01	24	2	7	0
2013-08-01	18	6	7	0
2013-09-01	18	9	2	0
2013-10-01	11	12	1	0
2013-11-01	18	4	2	0
2013-12-01	13	9	1	0
2014-01-01	8	7	3	0
2014-02-01	19	7	1	0
2014-03-01	30	13	1	0
2014-04-01	20	5	3	0
2014-05-01	13	6	1	0
2014-06-01	17	2	4	0
2014-07-01	44	6	10	0
2014-08-01	20	13	1	0
2014-09-01	20	9	1	0
2014-10-01	24	8	1	0
2014-11-01	33	6	0	0
2014-12-01	10	3	7	0
2015-01-01	26	3	4	0
2015-02-01	13	2	2	0
2015-03-01	37	11	3	0
2015-04-01	40	4	2	0
2015-05-01	19	15	7	0
2015-06-01	33	10	6	2
2015-07-01	25	7	0	0
2015-08-01	11	7	0	0
2015-09-01	18	8	0	0
2015-10-01	13	10	1	0
2015-11-01	17	19	1	0
2015-12-01	27	7	3	0
2016-01-01	16	3	1	0
2016-02-01	14	11	1	0
2016-03-01	18	8	0	0
2016-04-01	24	13	1	0
