date	html	pdf	abstract	epdf
2012-01-01	44	74	3	0
2012-02-01	45	67	4	0
2012-03-01	45	51	0	0
2012-04-01	38	85	3	0
2012-05-01	38	94	0	0
2012-06-01	48	89	0	0
2012-07-01	73	98	0	0
2012-08-01	51	130	0	0
2012-09-01	53	149	2	0
2012-10-01	49	118	0	0
2012-11-01	43	94	3	0
2012-12-01	26	145	2	0
2013-01-01	38	187	1	0
2013-02-01	62	232	3	0
2013-03-01	45	178	2	0
2013-04-01	77	98	1	0
2013-05-01	54	91	3	0
2013-06-01	45	47	2	0
2013-07-01	77	62	2	0
2013-08-01	53	64	2	0
2013-09-01	64	62	0	0
2013-10-01	52	87	1	0
2013-11-01	27	37	1	0
2013-12-01	29	53	1	0
2014-01-01	52	57	3	0
2014-02-01	48	45	2	0
2014-03-01	76	39	1	0
2014-04-01	53	30	1	0
2014-05-01	57	48	1	0
2014-06-01	65	41	1	0
2014-07-01	69	76	9	0
2014-08-01	60	36	2	0
2014-09-01	51	50	2	0
2014-10-01	67	51	1	0
2014-11-01	59	17	0	0
2014-12-01	94	11	7	0
2015-01-01	100	11	10	0
2015-02-01	57	9	2	0
2015-03-01	72	16	4	0
2015-04-01	62	9	2	0
2015-05-01	62	23	8	0
2015-06-01	67	35	3	2
2015-07-01	60	19	3	0
2015-08-01	63	20	0	0
2015-09-01	65	10	0	0
2015-10-01	133	8	1	0
2015-11-01	105	12	1	0
2015-12-01	110	7	0	0
2016-01-01	91	13	1	0
2016-02-01	139	34	0	1
2016-03-01	131	12	0	1
2016-04-01	128	15	0	0
