date	html	pdf	abstract	epdf
2011-12-01	3	1	0	0
2012-01-01	266	130	16	0
2012-02-01	251	78	12	0
2012-03-01	542	271	7	0
2012-04-01	655	330	4	0
2012-05-01	777	371	11	0
2012-06-01	508	116	9	0
2012-07-01	257	92	11	0
2012-08-01	453	170	11	0
2012-09-01	701	188	13	0
2012-10-01	911	235	10	0
2012-11-01	864	185	7	0
2012-12-01	511	89	4	0
2013-01-01	386	113	27	0
2013-02-01	378	146	11	0
2013-03-01	624	174	12	0
2013-04-01	851	188	9	0
2013-05-01	660	292	6	0
2013-06-01	611	240	12	0
2013-07-01	354	142	9	0
2013-08-01	491	171	9	0
2013-09-01	424	216	3	0
2013-10-01	553	292	5	0
2013-11-01	505	239	15	0
2013-12-01	293	110	22	0
2014-01-01	187	113	23	0
2014-02-01	217	134	18	0
2014-03-01	392	118	18	0
2014-04-01	406	113	18	0
2014-05-01	583	289	19	0
2014-06-01	538	250	17	0
2014-07-01	376	200	17	0
2014-08-01	363	203	12	0
2014-09-01	448	322	11	0
2014-10-01	485	422	6	0
2014-11-01	794	465	5	0
2014-12-01	397	171	7	0
2015-01-01	295	63	5	0
2015-02-01	291	250	1	0
2015-03-01	732	326	2	0
2015-04-01	764	151	2	0
2015-05-01	1122	575	8	1
2015-06-01	955	535	3	38
2015-07-01	471	216	0	1
2015-08-01	471	315	1	0
2015-09-01	745	384	0	0
2015-10-01	809	505	2	0
2015-11-01	956	516	4	0
2015-12-01	495	203	0	0
2016-01-01	433	256	5	0
2016-02-01	258	132	0	0
2016-03-01	376	179	0	0
2016-04-01	551	226	4	0
