date	html	pdf	abstract	epdf
2011-12-01	1	0	1	0
2012-01-01	17	2	2	0
2012-02-01	9	6	2	0
2012-03-01	28	2	3	0
2012-04-01	29	4	0	0
2012-05-01	18	5	1	0
2012-06-01	15	5	0	0
2012-07-01	10	1	2	0
2012-08-01	22	1	0	0
2012-09-01	29	10	1	0
2012-10-01	23	4	0	0
2012-11-01	17	0	2	0
2012-12-01	10	1	2	0
2013-01-01	13	3	3	0
2013-02-01	15	0	0	0
2013-03-01	30	1	2	0
2013-04-01	19	0	1	0
2013-05-01	32	0	1	0
2013-06-01	9	1	0	0
2013-07-01	11	2	0	0
2013-08-01	9	1	3	0
2013-09-01	15	2	0	0
2013-10-01	16	3	0	0
2013-11-01	16	9	2	0
2013-12-01	10	5	0	0
2014-01-01	14	6	2	0
2014-02-01	9	6	2	0
2014-03-01	24	7	2	0
2014-04-01	10	4	1	0
2014-05-01	14	3	1	0
2014-06-01	15	5	1	0
2014-07-01	33	10	14	0
2014-08-01	18	11	4	0
2014-09-01	31	6	2	0
2014-10-01	15	5	1	0
2014-11-01	14	5	2	0
2014-12-01	9	3	1	0
2015-01-01	33	2	2	0
2015-02-01	11	1	2	0
2015-03-01	16	1	5	0
2015-04-01	16	1	2	0
2015-05-01	22	5	7	0
2015-06-01	16	10	1	1
2015-07-01	26	6	0	0
2015-08-01	16	6	0	0
2015-09-01	34	1	0	0
2015-10-01	21	3	1	0
2015-11-01	18	9	1	0
2015-12-01	25	4	0	0
2016-01-01	23	4	3	0
2016-02-01	14	3	1	0
2016-03-01	24	5	0	0
2016-04-01	25	8	0	0
