date	html	pdf	abstract	epdf
2012-01-01	38	24	5	0
2012-02-01	26	24	3	0
2012-03-01	54	60	3	0
2012-04-01	39	39	2	0
2012-05-01	40	49	4	0
2012-06-01	29	50	7	0
2012-07-01	35	35	6	0
2012-08-01	22	19	7	0
2012-09-01	25	41	4	0
2012-10-01	40	46	8	0
2012-11-01	34	49	4	0
2012-12-01	26	32	6	0
2013-01-01	29	25	3	0
2013-02-01	36	31	3	0
2013-03-01	63	51	10	0
2013-04-01	65	78	9	0
2013-05-01	71	99	4	0
2013-06-01	32	59	9	0
2013-07-01	32	62	3	0
2013-08-01	26	42	7	0
2013-09-01	44	42	4	0
2013-10-01	67	64	1	0
2013-11-01	40	57	5	0
2013-12-01	17	34	2	0
2014-01-01	8	25	3	0
2014-02-01	26	28	3	0
2014-03-01	30	46	2	0
2014-04-01	10	33	2	0
2014-05-01	17	37	1	0
2014-06-01	24	54	0	0
2014-07-01	23	61	1	0
2014-08-01	27	62	2	0
2014-09-01	22	39	1	0
2014-10-01	22	51	1	0
2014-11-01	27	76	0	0
2014-12-01	36	31	2	0
2015-01-01	52	29	3	0
2015-02-01	38	35	2	0
2015-03-01	58	65	2	0
2015-04-01	57	79	2	0
2015-05-01	40	5	7	0
2015-06-01	82	32	2	2
2015-07-01	36	51	0	0
2015-08-01	40	63	1	0
2015-09-01	26	35	0	0
2015-10-01	57	73	1	0
2015-11-01	53	58	1	0
2015-12-01	26	37	0	0
2016-01-01	34	35	1	1
2016-02-01	29	36	0	0
2016-03-01	59	28	0	0
2016-04-01	49	33	0	0
