date	html	pdf	abstract	epdf
2011-12-01	1	2	0	0
2012-01-01	115	53	0	0
2012-02-01	203	68	3	0
2012-03-01	406	173	0	0
2012-04-01	327	103	0	0
2012-05-01	365	175	2	0
2012-06-01	225	112	0	0
2012-07-01	129	57	2	0
2012-08-01	212	132	0	0
2012-09-01	258	87	1	0
2012-10-01	234	116	0	0
2012-11-01	263	125	3	0
2012-12-01	142	36	2	0
2013-01-01	137	61	3	0
2013-02-01	305	102	1	0
2013-03-01	438	131	2	0
2013-04-01	565	121	2	0
2013-05-01	350	99	0	0
2013-06-01	289	109	2	0
2013-07-01	140	47	1	0
2013-08-01	241	96	2	0
2013-09-01	196	107	0	0
2013-10-01	252	117	0	0
2013-11-01	362	99	2	0
2013-12-01	259	86	1	0
2014-01-01	151	50	2	0
2014-02-01	208	84	0	0
2014-03-01	373	87	2	0
2014-04-01	297	87	1	0
2014-05-01	423	177	0	0
2014-06-01	338	109	1	0
2014-07-01	219	69	8	0
2014-08-01	255	114	2	0
2014-09-01	339	128	1	0
2014-10-01	307	123	1	0
2014-11-01	262	99	0	0
2014-12-01	153	44	2	0
2015-01-01	132	26	0	0
2015-02-01	183	70	2	0
2015-03-01	327	34	2	0
2015-04-01	380	5	4	0
2015-05-01	393	104	8	1
2015-06-01	361	103	3	19
2015-07-01	202	86	0	0
2015-08-01	263	105	0	0
2015-09-01	207	72	0	0
2015-10-01	203	104	1	1
2015-11-01	228	99	2	0
2015-12-01	164	62	0	0
2016-01-01	143	50	3	0
2016-02-01	246	63	12	0
2016-03-01	181	60	1	0
2016-04-01	295	74	3	1
