date	html	pdf	abstract	epdf
2011-12-01	0	0	1	0
2012-01-01	18	10	3	0
2012-02-01	27	21	8	0
2012-03-01	31	46	7	0
2012-04-01	50	50	4	0
2012-05-01	58	46	6	0
2012-06-01	38	54	9	0
2012-07-01	22	14	7	0
2012-08-01	22	32	7	0
2012-09-01	20	38	7	0
2012-10-01	38	43	4	0
2012-11-01	21	24	7	0
2012-12-01	7	18	16	0
2013-01-01	11	11	11	0
2013-02-01	16	16	10	0
2013-03-01	35	24	16	0
2013-04-01	53	26	4	0
2013-05-01	51	25	5	0
2013-06-01	30	14	9	0
2013-07-01	20	15	2	0
2013-08-01	19	21	5	0
2013-09-01	23	21	0	0
2013-10-01	25	17	0	0
2013-11-01	38	23	1	0
2013-12-01	22	16	0	0
2014-01-01	14	17	3	0
2014-02-01	26	11	1	0
2014-03-01	40	28	1	0
2014-04-01	32	26	1	0
2014-05-01	45	57	2	0
2014-06-01	22	24	0	0
2014-07-01	24	17	16	0
2014-08-01	27	25	2	0
2014-09-01	26	47	2	0
2014-10-01	23	21	2	0
2014-11-01	28	24	0	0
2014-12-01	15	10	7	0
2015-01-01	23	9	0	0
2015-02-01	9	19	2	0
2015-03-01	30	20	2	0
2015-04-01	34	6	3	0
2015-05-01	19	31	7	0
2015-06-01	27	41	2	2
2015-07-01	15	19	0	0
2015-08-01	15	25	0	0
2015-09-01	22	61	0	0
2015-10-01	18	18	2	0
2015-11-01	28	26	2	0
2015-12-01	23	29	0	0
2016-01-01	12	21	4	0
2016-02-01	19	32	4	0
2016-03-01	16	8	3	0
2016-04-01	26	22	3	0
