date	html	pdf	abstract	epdf
2012-01-01	38	1	3	0
2012-02-01	51	9	3	0
2012-03-01	99	9	1	0
2012-04-01	115	24	4	0
2012-05-01	130	31	4	0
2012-06-01	93	20	1	0
2012-07-01	67	13	1	0
2012-08-01	105	34	2	0
2012-09-01	94	12	2	0
2012-10-01	98	10	2	0
2012-11-01	104	10	4	0
2012-12-01	38	4	4	0
2013-01-01	44	1	5	0
2013-02-01	71	27	3	0
2013-03-01	127	11	2	0
2013-04-01	146	12	3	0
2013-05-01	152	15	0	0
2013-06-01	109	8	8	0
2013-07-01	71	8	4	0
2013-08-01	87	12	8	0
2013-09-01	99	31	2	0
2013-10-01	86	16	0	0
2013-11-01	117	17	3	0
2013-12-01	66	13	5	0
2014-01-01	83	9	7	0
2014-02-01	88	12	0	0
2014-03-01	135	16	1	0
2014-04-01	129	26	1	0
2014-05-01	112	19	2	0
2014-06-01	108	21	4	0
2014-07-01	107	35	23	0
2014-08-01	82	57	4	0
2014-09-01	122	28	2	0
2014-10-01	145	48	2	0
2014-11-01	135	40	1	0
2014-12-01	82	22	5	0
2015-01-01	72	13	3	0
2015-02-01	73	40	1	0
2015-03-01	173	61	1	0
2015-04-01	272	63	4	0
2015-05-01	242	40	8	2
2015-06-01	190	45	4	3
2015-07-01	142	29	1	0
2015-08-01	122	31	2	0
2015-09-01	133	57	0	0
2015-10-01	167	35	2	0
2015-11-01	162	46	2	0
2015-12-01	72	21	0	0
2016-01-01	82	21	2	0
2016-02-01	107	14	1	1
2016-03-01	141	17	1	0
2016-04-01	158	25	1	0
