date	html	pdf	abstract	epdf
2012-01-01	22	22	1	0
2012-02-01	20	14	5	0
2012-03-01	20	13	2	0
2012-04-01	31	29	4	0
2012-05-01	34	13	7	0
2012-06-01	16	15	6	0
2012-07-01	14	17	2	0
2012-08-01	14	13	6	0
2012-09-01	15	6	6	0
2012-10-01	18	17	3	0
2012-11-01	21	10	4	0
2012-12-01	28	15	6	0
2013-01-01	18	12	6	0
2013-02-01	15	14	6	0
2013-03-01	20	6	6	0
2013-04-01	37	24	1	0
2013-05-01	33	13	4	0
2013-06-01	13	7	1	0
2013-07-01	14	8	2	0
2013-08-01	10	3	1	0
2013-09-01	21	6	0	0
2013-10-01	8	9	0	0
2013-11-01	13	13	1	0
2013-12-01	23	14	0	0
2014-01-01	9	9	2	0
2014-02-01	11	7	1	0
2014-03-01	16	11	1	0
2014-04-01	6	8	1	0
2014-05-01	11	18	1	0
2014-06-01	10	14	0	0
2014-07-01	18	14	12	0
2014-08-01	17	5	3	0
2014-09-01	5	10	1	0
2014-10-01	7	8	1	0
2014-11-01	9	7	0	0
2014-12-01	13	19	5	0
2015-01-01	27	16	5	0
2015-02-01	7	10	2	0
2015-03-01	8	31	2	0
2015-04-01	11	17	1	0
2015-05-01	16	41	8	0
2015-06-01	17	47	1	0
2015-07-01	9	27	0	0
2015-08-01	12	26	0	0
2015-09-01	13	24	0	0
2015-10-01	28	19	1	0
2015-11-01	19	15	5	0
2015-12-01	22	21	1	0
2016-01-01	9	12	1	0
2016-02-01	14	23	1	0
2016-03-01	15	16	2	0
2016-04-01	18	12	5	0
