date	html	pdf	abstract	epdf
2012-01-01	71	16	5	0
2012-02-01	46	13	5	0
2012-03-01	98	17	2	0
2012-04-01	106	11	3	0
2012-05-01	122	12	2	0
2012-06-01	124	14	0	0
2012-07-01	70	24	4	0
2012-08-01	143	27	3	0
2012-09-01	132	11	3	0
2012-10-01	114	18	1	0
2012-11-01	107	4	3	0
2012-12-01	53	20	3	0
2013-01-01	78	33	5	0
2013-02-01	73	38	7	0
2013-03-01	113	38	6	0
2013-04-01	96	18	4	0
2013-05-01	105	16	3	0
2013-06-01	60	8	5	0
2013-07-01	35	21	4	0
2013-08-01	75	25	4	0
2013-09-01	73	9	1	0
2013-10-01	72	16	0	0
2013-11-01	75	30	2	0
2013-12-01	39	15	0	0
2014-01-01	45	10	3	0
2014-02-01	52	21	1	0
2014-03-01	64	30	4	0
2014-04-01	62	22	4	0
2014-05-01	59	35	2	0
2014-06-01	51	41	3	0
2014-07-01	70	31	12	0
2014-08-01	46	23	3	0
2014-09-01	44	23	3	0
2014-10-01	68	29	3	0
2014-11-01	42	19	3	0
2014-12-01	23	15	6	0
2015-01-01	51	17	5	0
2015-02-01	24	7	1	0
2015-03-01	50	20	3	0
2015-04-01	78	16	3	0
2015-05-01	44	23	6	1
2015-06-01	85	29	3	3
2015-07-01	82	27	2	0
2015-08-01	107	25	2	0
2015-09-01	74	15	1	0
2015-10-01	116	12	5	1
2015-11-01	116	26	2	0
2015-12-01	71	24	3	0
2016-01-01	69	28	4	0
2016-02-01	43	27	5	0
2016-03-01	58	17	5	0
2016-04-01	69	30	2	0
