date	html	pdf	abstract	epdf
2012-01-01	18	6	2	0
2012-02-01	17	11	1	0
2012-03-01	48	11	2	0
2012-04-01	43	8	2	0
2012-05-01	40	8	2	0
2012-06-01	45	12	0	0
2012-07-01	21	2	2	0
2012-08-01	37	8	4	0
2012-09-01	35	14	3	0
2012-10-01	40	18	1	0
2012-11-01	42	2	7	0
2012-12-01	33	8	5	0
2013-01-01	20	6	3	0
2013-02-01	33	15	4	0
2013-03-01	41	15	3	0
2013-04-01	70	38	8	0
2013-05-01	60	22	0	0
2013-06-01	36	7	2	0
2013-07-01	38	12	0	0
2013-08-01	27	10	2	0
2013-09-01	34	13	0	0
2013-10-01	23	19	0	0
2013-11-01	18	7	2	0
2013-12-01	23	11	0	0
2014-01-01	20	12	3	0
2014-02-01	23	10	0	0
2014-03-01	36	22	2	0
2014-04-01	31	10	4	0
2014-05-01	34	12	4	0
2014-06-01	31	12	2	0
2014-07-01	47	14	20	0
2014-08-01	48	11	3	0
2014-09-01	42	15	5	0
2014-10-01	55	15	3	0
2014-11-01	53	17	5	0
2014-12-01	49	7	1	0
2015-01-01	38	14	3	0
2015-02-01	23	5	2	0
2015-03-01	60	9	4	0
2015-04-01	61	19	1	0
2015-05-01	83	11	7	0
2015-06-01	99	12	1	0
2015-07-01	40	8	0	0
2015-08-01	39	10	0	0
2015-09-01	64	7	0	0
2015-10-01	92	7	4	0
2015-11-01	87	6	3	0
2015-12-01	38	7	1	0
2016-01-01	34	7	4	0
2016-02-01	34	10	0	0
2016-03-01	38	12	0	0
2016-04-01	54	18	1	0
