date	html	pdf	abstract	epdf
2012-01-01	20	4	2	0
2012-02-01	16	6	1	0
2012-03-01	35	15	1	0
2012-04-01	25	7	2	0
2012-05-01	30	14	2	0
2012-06-01	53	7	1	0
2012-07-01	34	7	2	0
2012-08-01	36	12	1	0
2012-09-01	37	17	2	0
2012-10-01	48	12	0	0
2012-11-01	47	13	1	0
2012-12-01	13	12	3	0
2013-01-01	15	13	2	0
2013-02-01	40	22	3	0
2013-03-01	26	14	3	0
2013-04-01	25	7	3	0
2013-05-01	47	9	0	0
2013-06-01	25	7	2	0
2013-07-01	13	9	5	0
2013-08-01	20	3	4	0
2013-09-01	13	11	0	0
2013-10-01	23	12	0	0
2013-11-01	29	11	1	0
2013-12-01	24	8	0	0
2014-01-01	13	5	2	0
2014-02-01	25	16	1	0
2014-03-01	31	8	2	0
2014-04-01	26	9	2	0
2014-05-01	23	20	0	0
2014-06-01	19	18	2	0
2014-07-01	32	25	15	0
2014-08-01	21	17	4	0
2014-09-01	15	14	2	0
2014-10-01	27	14	2	0
2014-11-01	35	19	3	0
2014-12-01	17	8	1	0
2015-01-01	31	8	4	0
2015-02-01	11	7	4	0
2015-03-01	13	5	5	0
2015-04-01	16	16	2	0
2015-05-01	27	17	8	0
2015-06-01	18	10	1	1
2015-07-01	35	19	3	0
2015-08-01	10	7	0	0
2015-09-01	18	12	1	0
2015-10-01	22	6	2	0
2015-11-01	57	26	2	0
2015-12-01	30	12	0	0
2016-01-01	15	59	2	0
2016-02-01	19	3	3	0
2016-03-01	31	7	2	0
2016-04-01	18	9	1	0
