date	html	pdf	abstract	epdf
2012-01-01	61	61	3	0
2012-02-01	63	25	3	0
2012-03-01	99	73	7	0
2012-04-01	88	48	1	0
2012-05-01	96	100	1	0
2012-06-01	71	82	14	0
2012-07-01	40	50	22	0
2012-08-01	52	45	11	0
2012-09-01	62	37	15	0
2012-10-01	83	95	9	0
2012-11-01	61	69	13	0
2012-12-01	46	63	18	0
2013-01-01	41	43	16	0
2013-02-01	45	59	18	0
2013-03-01	74	55	20	0
2013-04-01	65	41	11	0
2013-05-01	61	29	12	0
2013-06-01	63	33	13	0
2013-07-01	26	30	11	0
2013-08-01	54	46	6	0
2013-09-01	31	91	2	0
2013-10-01	44	62	1	0
2013-11-01	52	96	1	0
2013-12-01	36	54	0	0
2014-01-01	32	43	3	0
2014-02-01	30	45	0	0
2014-03-01	48	65	1	0
2014-04-01	44	50	3	0
2014-05-01	55	89	1	0
2014-06-01	32	72	1	0
2014-07-01	52	70	9	0
2014-08-01	33	69	5	0
2014-09-01	61	60	2	0
2014-10-01	127	50	1	0
2014-11-01	71	41	3	0
2014-12-01	43	17	5	0
2015-01-01	52	27	4	0
2015-02-01	61	20	4	0
2015-03-01	64	50	8	0
2015-04-01	53	35	6	0
2015-05-01	64	69	11	0
2015-06-01	99	60	2	0
2015-07-01	69	41	5	0
2015-08-01	60	56	8	0
2015-09-01	67	44	6	0
2015-10-01	57	53	4	0
2015-11-01	61	70	5	0
2015-12-01	40	44	4	0
2016-01-01	46	34	5	0
2016-02-01	28	20	3	0
2016-03-01	39	27	0	0
2016-04-01	50	28	1	0
