date	html	pdf	abstract	epdf
2011-12-01	4	2	0	0
2012-01-01	338	192	10	0
2012-02-01	575	320	2	0
2012-03-01	970	553	1	0
2012-04-01	659	523	0	0
2012-05-01	594	719	4	0
2012-06-01	431	623	2	0
2012-07-01	176	289	2	0
2012-08-01	412	579	3	0
2012-09-01	387	615	2	0
2012-10-01	361	530	1	0
2012-11-01	374	716	1	0
2012-12-01	204	304	2	0
2013-01-01	142	256	2	0
2013-02-01	153	384	2	0
2013-03-01	374	772	2	0
2013-04-01	454	808	1	0
2013-05-01	374	740	0	0
2013-06-01	317	672	3	0
2013-07-01	153	296	0	0
2013-08-01	231	443	2	0
2013-09-01	307	640	2	0
2013-10-01	380	661	0	0
2013-11-01	448	712	1	0
2013-12-01	219	480	4	0
2014-01-01	105	246	3	0
2014-02-01	184	426	1	0
2014-03-01	376	750	3	0
2014-04-01	244	711	4	0
2014-05-01	512	1009	2	0
2014-06-01	396	761	4	0
2014-07-01	243	403	10	0
2014-08-01	313	526	2	0
2014-09-01	382	550	5	0
2014-10-01	345	560	4	0
2014-11-01	453	686	2	0
2014-12-01	264	272	7	0
2015-01-01	225	268	4	0
2015-02-01	254	361	3	0
2015-03-01	506	311	3	0
2015-04-01	266	320	0	0
2015-05-01	0	785	0	1
2015-06-01	255	796	3	31
2015-07-01	316	350	3	0
2015-08-01	315	190	3	0
2015-09-01	404	250	1	0
2015-10-01	352	428	4	1
2015-11-01	479	617	2	0
2015-12-01	197	257	1	0
2016-01-01	110	183	4	0
2016-02-01	222	160	1	0
2016-03-01	363	165	1	0
2016-04-01	380	177	2	2
