date	html	pdf	abstract	epdf
2011-12-01	1	0	0	0
2012-01-01	45	5	2	0
2012-02-01	44	8	1	0
2012-03-01	79	8	2	0
2012-04-01	80	16	0	0
2012-05-01	141	13	1	0
2012-06-01	84	12	1	0
2012-07-01	27	7	0	0
2012-08-01	32	10	0	0
2012-09-01	52	7	3	0
2012-10-01	74	14	1	0
2012-11-01	61	9	1	0
2012-12-01	47	4	2	0
2013-01-01	32	6	2	0
2013-02-01	48	14	1	0
2013-03-01	79	23	1	0
2013-04-01	77	10	5	0
2013-05-01	59	16	1	0
2013-06-01	32	15	3	0
2013-07-01	49	5	1	0
2013-08-01	55	8	4	0
2013-09-01	28	9	2	0
2013-10-01	55	21	0	0
2013-11-01	55	11	1	0
2013-12-01	48	7	2	0
2014-01-01	30	6	2	0
2014-02-01	33	7	0	0
2014-03-01	67	14	3	0
2014-04-01	27	8	3	0
2014-05-01	60	13	1	0
2014-06-01	28	10	3	0
2014-07-01	41	13	11	0
2014-08-01	39	11	4	0
2014-09-01	43	14	2	0
2014-10-01	58	14	6	0
2014-11-01	85	10	0	0
2014-12-01	34	9	3	0
2015-01-01	46	16	5	0
2015-02-01	23	3	2	0
2015-03-01	54	13	2	0
2015-04-01	32	11	8	0
2015-05-01	43	6	7	1
2015-06-01	46	20	4	1
2015-07-01	43	19	5	0
2015-08-01	31	14	0	0
2015-09-01	29	8	2	0
2015-10-01	31	9	6	0
2015-11-01	60	10	4	0
2015-12-01	36	6	1	0
2016-01-01	14	6	6	0
2016-02-01	11	9	4	0
2016-03-01	17	3	1	0
2016-04-01	28	10	2	0
