date	html	pdf	abstract	epdf
2012-01-01	22	2	1	0
2012-02-01	14	0	1	0
2012-03-01	32	1	0	0
2012-04-01	16	0	0	0
2012-05-01	18	3	1	0
2012-06-01	25	2	0	0
2012-07-01	19	5	2	0
2012-08-01	24	2	0	0
2012-09-01	20	1	1	0
2012-10-01	26	3	0	0
2012-11-01	14	1	2	0
2012-12-01	14	0	2	0
2013-01-01	18	3	8	0
2013-02-01	15	0	1	0
2013-03-01	27	6	1	0
2013-04-01	13	4	2	0
2013-05-01	30	3	0	0
2013-06-01	5	0	4	0
2013-07-01	11	2	1	0
2013-08-01	13	0	1	0
2013-09-01	25	0	0	0
2013-10-01	31	2	0	0
2013-11-01	32	9	3	0
2013-12-01	33	3	0	0
2014-01-01	25	3	2	0
2014-02-01	23	5	0	0
2014-03-01	49	1	1	0
2014-04-01	41	5	2	0
2014-05-01	25	1	2	0
2014-06-01	26	3	1	0
2014-07-01	48	12	14	0
2014-08-01	32	5	1	0
2014-09-01	38	6	1	0
2014-10-01	58	10	1	0
2014-11-01	40	2	0	0
2014-12-01	84	4	1	0
2015-01-01	93	8	1	0
2015-02-01	80	2	0	0
2015-03-01	64	6	0	0
2015-04-01	61	3	1	0
2015-05-01	41	12	7	0
2015-06-01	36	10	4	0
2015-07-01	24	2	1	0
2015-08-01	34	7	0	0
2015-09-01	34	10	1	0
2015-10-01	48	5	1	0
2015-11-01	41	6	1	0
2015-12-01	42	9	0	0
2016-01-01	53	6	3	0
2016-02-01	47	9	0	0
2016-03-01	37	7	1	0
2016-04-01	46	11	0	0
