date	html	pdf	abstract	epdf
2012-01-01	25	18	5	0
2012-02-01	13	18	3	0
2012-03-01	30	19	3	0
2012-04-01	18	14	6	0
2012-05-01	18	12	6	0
2012-06-01	30	18	9	0
2012-07-01	15	7	3	0
2012-08-01	25	16	4	0
2012-09-01	19	15	3	0
2012-10-01	17	10	3	0
2012-11-01	18	13	4	0
2012-12-01	10	24	9	0
2013-01-01	21	13	8	0
2013-02-01	25	21	7	0
2013-03-01	21	23	11	0
2013-04-01	31	22	2	0
2013-05-01	33	35	2	0
2013-06-01	29	15	6	0
2013-07-01	10	12	2	0
2013-08-01	5	20	1	0
2013-09-01	13	10	0	0
2013-10-01	20	16	0	0
2013-11-01	8	20	1	0
2013-12-01	21	34	1	0
2014-01-01	11	8	3	0
2014-02-01	14	15	0	0
2014-03-01	29	18	2	0
2014-04-01	24	17	1	0
2014-05-01	20	26	2	0
2014-06-01	18	17	2	0
2014-07-01	23	10	7	0
2014-08-01	14	12	3	0
2014-09-01	13	24	2	0
2014-10-01	19	17	1	0
2014-11-01	21	18	1	0
2014-12-01	17	6	7	0
2015-01-01	34	13	6	0
2015-02-01	15	9	2	0
2015-03-01	20	19	3	0
2015-04-01	20	15	3	0
2015-05-01	16	16	8	0
2015-06-01	29	12	1	0
2015-07-01	12	7	0	0
2015-08-01	25	18	0	0
2015-09-01	26	12	0	0
2015-10-01	34	24	2	0
2015-11-01	23	28	2	1
2015-12-01	27	26	0	0
2016-01-01	16	30	4	0
2016-02-01	10	10	4	0
2016-03-01	18	10	4	0
2016-04-01	25	9	4	0
