date	html	pdf	abstract	epdf
2012-01-01	85	38	2	0
2012-02-01	242	88	0	0
2012-03-01	231	36	1	0
2012-04-01	162	39	1	0
2012-05-01	114	43	4	0
2012-06-01	69	21	1	0
2012-07-01	59	15	1	0
2012-08-01	101	20	3	0
2012-09-01	93	22	2	0
2012-10-01	83	24	0	0
2012-11-01	89	28	1	0
2012-12-01	46	20	2	0
2013-01-01	61	23	2	0
2013-02-01	228	24	1	0
2013-03-01	214	49	1	0
2013-04-01	214	50	7	0
2013-05-01	150	31	0	0
2013-06-01	95	37	2	0
2013-07-01	44	23	2	0
2013-08-01	63	20	1	0
2013-09-01	74	37	0	0
2013-10-01	63	22	0	0
2013-11-01	82	50	2	0
2013-12-01	26	28	0	0
2014-01-01	22	51	2	0
2014-02-01	93	80	0	0
2014-03-01	123	80	1	0
2014-04-01	119	54	1	0
2014-05-01	148	67	2	0
2014-06-01	126	52	0	0
2014-07-01	129	39	13	0
2014-08-01	150	77	3	0
2014-09-01	150	53	1	0
2014-10-01	112	44	1	0
2014-11-01	135	47	2	0
2014-12-01	108	44	3	0
2015-01-01	77	13	3	0
2015-02-01	245	41	0	0
2015-03-01	637	81	0	0
2015-04-01	298	82	4	0
2015-05-01	211	16	7	2
2015-06-01	203	48	2	4
2015-07-01	121	58	0	0
2015-08-01	133	71	0	0
2015-09-01	210	70	2	0
2015-10-01	123	60	1	0
2015-11-01	121	82	3	0
2015-12-01	67	26	2	0
2016-01-01	48	48	1	0
2016-02-01	211	21	0	0
2016-03-01	231	28	0	0
2016-04-01	196	26	1	0
